age,height,weight,40_yard,vertical,broad_jump,combine_invite,has_college_stats,age_estimated,conference_tier,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,years_in_college,is_underclassman,height_z,weight_z,size_score,positional_value_prior,positional_value_adjusted,position_historical_round_avg,position_historical_round_std,def_pd,def_qb_hur,def_sacks,def_solo,def_tfl,def_tot,defensive_td
21.0,74.0,248.0,,,,1,1,0,3,,0,0,,8.5,26.7,19.4,30.0,4.0,0.0,0.098339466566765,0.2704918462917757,0.1844156564292703,9,0.6666666666666666,3.966666666666667,1.9700843872781693,3.0,3.0,11.5,22.0,15.5,37.0,0.0
24.0,,,,,,0,1,0,3,,0,0,,15.0,38.5,22.6,54.0,5.0,0.0,,,,6,0.4444444444444444,3.8472222222222223,2.0872498397613364,0.0,3.0,1.0,3.0,2.5,8.0,0.0
23.0,76.0,302.0,,,,1,1,0,3,,0,0,,11.9,35.6,24.0,31.0,5.0,0.0,-0.5685771052367812,-1.0509486204971052,-0.8097628628669432,3,0.588235294117647,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,76.0,324.0,4.95,29.0,106.0,1,1,0,3,5.584889068810297,4,1,107.93299047744324,-2.8,24.4,29.0,50.0,4.0,0.0,-0.5685771052367812,0.7818032420771112,0.1066130684201649,3,0.588235294117647,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,0.0,0.0,2.0,0.0
22.0,72.0,206.0,4.48,36.5,128.0,1,1,0,3,5.3101391526942745,4,1,102.27869074327752,-5.1,23.7,29.3,26.0,5.0,0.0,-0.8146030439485996,-0.7138136269672225,-0.764208335457911,4,0.2857142857142857,4.633333333333334,1.884296874869689,4.0,1.0,2.0,66.0,9.0,98.0,1.0
22.0,77.0,333.0,,29.0,102.0,1,1,0,3,0.2080300873006226,2,0,,10.8,34.8,25.0,36.0,5.0,0.0,1.467753232339812,2.262538637411177,1.8651459348754944,6,0.4166666666666666,4.179775280898877,1.8742380133658745,0.0,1.0,0.0,4.0,1.0,14.0,0.0
21.0,76.0,263.0,4.82,36.0,125.0,1,1,0,3,5.2316395941643705,4,1,97.45353365195358,9.6,26.0,15.6,63.0,4.0,0.0,1.0112819770821295,0.6220295153128464,0.8166557461974882,9,0.6428571428571429,3.966666666666667,1.9700843872781693,0.0,4.0,5.0,21.0,9.0,37.0,0.0
23.0,75.0,263.0,4.87,30.5,113.0,1,1,0,3,3.9171322311587207,6,1,93.51254985613572,24.0,37.8,15.5,17.0,5.0,0.0,0.5548107218244475,0.6220295153128464,0.588420118568647,9,0.6428571428571429,3.966666666666667,1.9700843872781693,3.0,8.0,9.0,25.0,14.0,51.0,1.0
23.0,75.0,310.0,4.88,32.0,114.0,1,1,0,3,4.9299979727178265,4,1,109.32321662512231,1.6,28.5,26.7,3.0,5.0,0.0,0.5548107218244475,1.7235142115788684,1.139162466701658,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,1.0,4.0,1.0,20.0,6.5,35.0,0.0
23.0,74.0,253.0,4.69,33.0,108.0,1,0,0,2,4.88555899039858,6,1,104.58253051970428,-3.2,29.9,33.0,127.0,5.0,0.0,0.098339466566765,0.3876710692987993,0.2430052679327821,9,0.6122448979591836,3.966666666666667,1.9700843872781693,,,,,,,
22.0,73.0,209.0,4.55,,,1,1,0,3,4.624640519634205,2,0,97.52830920312157,30.3,42.9,14.2,9.0,5.0,0.0,-0.3581317886909173,-0.6435060931630084,-0.5008189409269629,4,0.273972602739726,4.25,1.923743070572264,2.0,0.0,0.0,30.0,0.0,62.0,0.0
23.0,76.0,279.0,4.67,,,1,1,0,3,4.559184250027241,1,0,117.31854729842648,26.0,40.8,16.3,34.0,5.0,0.0,1.0112819770821295,0.997003028935322,1.004142503008726,9,0.6428571428571429,3.966666666666667,1.9700843872781693,5.0,4.0,8.5,10.0,11.0,28.0,0.0
22.0,78.0,341.0,4.78,32.0,123.0,1,1,0,3,4.080511061314499,3,1,130.63898220808957,32.0,41.4,10.3,3.0,5.0,0.0,1.9242244875974943,2.450025394222415,2.1871249409099547,6,0.4166666666666666,4.179775280898877,1.8742380133658745,0.0,1.0,2.0,14.0,3.5,28.0,0.0
22.0,76.0,302.0,5.02,27.5,,1,0,0,3,2.19572327200015,4,1,95.10909956118576,12.0,38.7,28.5,14.0,5.0,0.0,1.0112819770821295,1.5360274547676305,1.27365471592488,6,0.4285714285714285,4.179775280898877,1.8742380133658745,,,,,,,
22.0,74.0,203.0,4.67,35.5,122.0,1,0,0,2,5.394279615879636,4,1,85.36080681570097,3.7,35.9,33.5,123.0,5.0,0.0,0.098339466566765,-0.7841211607714367,-0.3428908471023358,4,0.2857142857142857,4.557692307692308,1.8933678007611927,,,,,,,
24.0,,,,,,0,1,0,3,,0,0,,20.7,35.7,16.0,6.0,5.0,0.0,,,,5,0.3571428571428571,4.166666666666667,1.8347152500215944,1.0,4.0,5.0,41.0,6.0,79.0,0.0
22.0,72.0,195.0,,,,1,0,0,2,,0,0,,2.3,27.2,23.9,121.0,5.0,0.0,-0.8146030439485996,-0.9716079175826744,-0.8931054807656371,4,0.2857142857142857,4.633333333333334,1.884296874869689,,,,,,,
23.0,72.0,203.0,4.49,33.5,119.0,1,1,0,3,4.3095766371939135,4,1,99.8942911696976,16.0,23.5,8.6,61.0,5.0,0.0,-0.8146030439485996,-0.7841211607714367,-0.7993621023600181,4,0.273972602739726,4.25,1.923743070572264,4.0,0.0,0.0,34.0,2.5,51.0,0.0
24.0,77.0,294.0,,,,1,1,0,2,,0,0,,7.4,30.0,22.0,110.0,5.0,0.0,1.467753232339812,1.3485406979563928,1.4081469651481024,6,0.4166666666666666,4.179775280898877,1.8742380133658745,1.0,1.0,7.0,21.0,10.0,37.0,0.0
22.0,75.0,313.0,,31.0,104.0,1,1,0,3,4.279643879961078,3,1,,19.1,44.6,25.0,10.0,5.0,0.0,0.5548107218244475,1.7938217453830825,1.174316233603765,6,0.4444444444444444,4.179775280898877,1.8742380133658745,1.0,0.0,1.5,11.0,6.0,35.0,0.0
23.0,73.0,228.0,4.55,35.5,124.0,1,1,0,2,5.764462585859938,3,1,106.39451913067806,-21.0,18.6,37.8,109.0,5.0,0.0,-0.3581317886909173,-0.1982250457363187,-0.278178417213618,5,0.3703703703703703,4.166666666666667,1.8347152500215944,4.0,0.0,3.5,45.0,14.0,80.0,0.0
23.0,74.0,303.0,4.99,28.5,,1,0,0,3,5.00699056780534,4,1,97.73957396807184,17.6,34.9,18.5,42.0,5.0,0.0,-1.926199989169497,-0.9676417176528228,-1.44692085341116,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
23.0,77.0,311.0,5.04,28.0,110.0,1,1,0,3,5.441619466330736,3,1,96.39804780193386,14.1,37.3,23.1,72.0,5.0,0.0,0.1102343367295766,-0.3011864948985622,-0.0954760790844928,3,0.4615384615384615,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,2.0,0.0,2.0,0.0
21.0,74.0,312.0,,31.0,108.0,1,1,0,3,2.4238156434676874,5,1,,-3.9,23.3,27.1,18.0,4.0,0.0,0.098339466566765,1.7703859007816778,0.9343626836742216,6,0.4285714285714285,3.8472222222222223,2.0872498397613364,0.0,2.0,0.0,17.0,1.0,29.0,0.0
23.0,77.0,264.0,4.8,33.0,117.0,1,0,0,1,3.4481853053696137,4,1,99.46469907407408,,,,,5.0,0.0,1.467753232339812,0.6454653599142512,1.0566092961270317,5,0.3401360544217687,3.875,2.276693508870558,,,,,,,
24.0,75.0,209.0,4.65,,,1,0,0,1,4.774580206121808,1,0,89.40554815165856,,,,,5.0,0.0,0.5548107218244475,-0.6435060931630084,-0.0443476856692804,1,0.0694444444444444,5.833333333333333,1.19341628287971,,,,,,,
25.0,,,,,,0,1,0,3,,0,0,,18.9,44.9,26.5,23.0,5.0,0.0,,,,6,0.410958904109589,3.8472222222222223,2.0872498397613364,1.0,1.0,0.5,7.0,1.5,19.0,0.0
22.0,72.0,240.0,4.54,,,1,1,0,3,5.959257964641957,1,0,112.98422889567428,2.7,32.5,31.2,43.0,5.0,0.0,-0.8146030439485996,0.0830050894805379,-0.3657989772340309,5,0.3571428571428571,4.166666666666667,1.8347152500215944,0.0,12.0,3.0,66.0,20.0,108.0,0.0
22.0,73.0,249.0,,,,1,1,0,3,,0,0,,10.6,24.1,15.1,7.0,5.0,0.0,-0.3581317886909173,0.2939276908931804,-0.0321020488988684,9,0.6428571428571429,3.966666666666667,1.9700843872781693,0.0,7.0,8.5,22.0,13.0,33.0,0.0
24.0,74.0,242.0,4.73,34.5,118.0,1,1,0,2,5.0683325783624165,6,1,96.69428328723843,-7.1,24.0,32.4,131.0,5.0,0.0,0.098339466566765,0.1298767786833473,0.1141081226250562,6,0.410958904109589,3.8472222222222223,2.0872498397613364,2.0,10.0,12.0,36.0,19.5,62.0,0.0
21.0,75.0,256.0,4.63,41.5,131.0,1,1,0,3,6.67963818439384,4,1,111.41559833314624,9.7,34.8,25.2,34.0,4.0,0.0,0.5548107218244475,0.4579786031030134,0.5063946624637304,5,0.3401360544217687,4.166666666666667,1.8347152500215944,2.0,2.0,5.5,25.0,15.5,55.0,0.0
23.0,79.0,308.0,5.2,27.5,106.0,1,0,0,2,4.277409731397709,6,1,84.24950106788977,9.5,28.6,19.0,100.0,5.0,0.0,1.4678572206622924,-0.55110720343141,0.4583750086154412,3,0.5357142857142857,3.989189189189189,2.0955158885135967,,,,,,,
21.0,,,,,,0,0,0,3,,0,0,,26.0,40.8,16.3,34.0,4.0,0.0,,,,3,0.588235294117647,3.989189189189189,2.0955158885135967,,,,,,,
24.0,,,,,,0,1,0,3,,0,0,,2.9,40.6,36.0,31.0,5.0,0.0,,,,7,0.4794520547945205,4.191304347826087,1.959661858470061,7.0,0.0,0.0,41.0,5.5,61.0,0.0
22.0,71.0,209.0,4.55,36.5,124.0,1,1,0,3,5.682112327044408,6,1,97.52830920312157,20.7,35.7,16.0,6.0,5.0,0.0,-1.271074299206282,-0.6435060931630084,-0.9572901961846452,4,0.2857142857142857,4.557692307692308,1.8933678007611927,5.0,0.0,0.0,34.0,3.5,63.0,0.0
23.0,71.0,190.0,4.51,34.0,124.0,1,1,0,3,5.356886940051734,5,1,91.8496337937734,7.9,33.5,25.3,17.0,5.0,0.0,-1.271074299206282,-1.088787140589698,-1.17993071989799,7,0.5185185185185185,4.191304347826087,1.959661858470061,5.0,0.0,0.0,23.0,0.0,29.0,0.0
22.0,,,,,,0,1,0,3,,0,0,,13.4,35.1,22.3,32.0,5.0,0.0,,,,9,0.625,3.966666666666667,1.9700843872781693,0.0,8.0,5.0,24.0,15.0,52.0,0.0
22.0,77.0,317.0,,,,1,0,0,2,,0,0,,2.3,27.2,23.9,121.0,5.0,0.0,0.1102343367295766,0.1986549221671331,0.1544446294483549,3,0.588235294117647,3.989189189189189,2.0955158885135967,,,,,,,
22.0,76.0,308.0,5.19,28.5,105.0,1,0,0,3,4.44946746939932,5,1,84.90070191306742,6.4,37.8,31.7,42.0,5.0,0.0,-0.5685771052367812,-0.55110720343141,-0.5598421543340956,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
22.0,75.0,305.0,5.11,29.0,112.0,1,1,0,3,2.624689063892524,4,1,89.46357205598332,13.8,31.7,20.0,5.0,5.0,0.0,0.5548107218244475,1.6063349885718448,1.0805728551981462,6,0.4285714285714285,4.179775280898877,1.8742380133658745,0.0,6.0,4.0,11.0,8.0,28.0,0.0
22.0,,,,,,0,1,0,3,,0,0,,19.8,43.3,23.9,1.0,5.0,0.0,,,,9,0.6122448979591836,3.966666666666667,1.9700843872781693,1.0,0.0,0.0,7.0,3.0,14.0,1.0
22.0,74.0,207.0,,,,1,0,0,3,,0,0,,-11.9,21.4,34.5,28.0,5.0,0.0,0.098339466566765,-0.6903777823658178,-0.2960191578995264,1,0.074074074074074,5.384615384615385,1.12089707663561,,,,,,,
21.0,,,,,,0,1,0,3,,0,0,,20.7,35.7,16.0,6.0,4.0,0.0,,,,5,0.3571428571428571,4.166666666666667,1.8347152500215944,2.0,6.0,8.5,23.0,11.5,34.0,0.0
22.0,75.0,195.0,4.53,36.0,124.0,1,0,0,1,5.944109597540842,3,1,92.61296726728952,,,,,5.0,0.0,0.5548107218244475,-0.9716079175826744,-0.2083985978791135,7,0.4861111111111111,4.191304347826087,1.959661858470061,,,,,,,
22.0,,,,,,1,1,0,3,,0,0,,-1.0,23.4,24.6,13.0,5.0,0.0,,,,4,0.2721088435374149,4.557692307692308,1.8933678007611927,6.0,0.0,0.0,24.0,2.5,41.0,0.0
21.0,69.0,185.0,4.42,,,1,1,0,3,5.324677376941563,2,0,96.94214984774564,20.7,35.7,16.0,6.0,4.0,0.0,-2.184016809721647,-1.2059663635967215,-1.6949915866591845,7,0.5,4.191304347826087,1.959661858470061,7.0,0.0,0.0,36.0,0.0,50.0,0.0
24.0,74.0,297.0,5.12,27.5,109.0,1,0,0,3,4.079917321317529,5,1,86.4383764564991,12.7,36.0,25.2,13.0,5.0,0.0,-1.926199989169497,-1.4674831347185182,-1.6968415619440076,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
23.0,,,,,,0,1,0,3,,0,0,,-6.8,21.3,28.3,70.0,5.0,0.0,,,,9,0.6666666666666666,3.966666666666667,1.9700843872781693,0.0,2.0,2.0,9.0,6.0,27.0,0.0
23.0,75.0,301.0,5.22,32.0,102.0,1,0,0,1,3.986910173307435,5,1,81.0801380092171,,,,,5.0,0.0,-1.247388547203139,-1.134255523341388,-1.1908220352722636,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
22.0,72.0,187.0,,,,1,1,0,3,,0,0,,19.5,36.5,17.0,47.0,5.0,0.0,-0.8146030439485996,-1.1590946743939123,-0.986848859171256,4,0.2857142857142857,4.557692307692308,1.8933678007611927,4.0,0.0,1.5,39.0,4.0,55.0,1.0
22.0,76.0,252.0,,,,1,1,0,1,7.580661667375043,1,0,,17.7,35.8,18.5,35.0,5.0,0.0,1.0112819770821295,0.3642352246973945,0.6877586008897622,9,0.6428571428571429,3.966666666666667,1.9700843872781693,0.0,7.0,4.0,8.0,6.0,18.0,0.0
23.0,75.0,198.0,4.53,41.5,138.0,1,1,0,3,8.621358025690554,5,1,94.03778214832474,2.9,40.6,36.0,31.0,5.0,0.0,0.5548107218244475,-0.9013003837784604,-0.1732448309770064,4,0.273972602739726,4.25,1.923743070572264,5.0,0.0,0.0,23.0,3.5,40.0,0.0
21.0,74.0,238.0,,,,1,1,0,3,,0,0,,31.3,36.6,7.2,33.0,4.0,0.0,0.098339466566765,0.0361334002777284,0.0672364334222467,5,0.3703703703703703,4.166666666666667,1.8347152500215944,2.0,2.0,0.0,35.0,2.0,79.0,0.0
23.0,76.0,297.0,5.18,28.0,,1,1,0,3,0.0,2,0,82.50255646088232,23.1,36.8,15.6,5.0,5.0,0.0,1.0112819770821295,1.418848231760607,1.2150651044213685,6,0.4444444444444444,3.8472222222222223,2.0872498397613364,1.0,4.0,7.0,25.0,11.5,59.0,0.0
22.0,75.0,330.0,,24.5,99.0,1,1,0,3,0.3681933657153449,4,1,,7.6,26.4,20.1,12.0,5.0,0.0,0.5548107218244475,2.1922311036069626,1.373520912715705,6,0.4444444444444444,3.8472222222222223,2.0872498397613364,0.0,0.0,0.0,9.0,2.0,16.0,0.0
23.0,,,,,,0,1,0,2,,0,0,,-1.9,23.8,26.6,90.0,5.0,0.0,,,,1,0.0714285714285714,5.384615384615385,1.12089707663561,0.0,0.0,0.0,1.0,0.0,2.0,0.0
24.0,76.0,314.0,5.14,25.5,107.0,1,1,0,3,3.692674245342957,3,1,89.9719571529994,32.0,41.4,10.3,3.0,5.0,0.0,-0.5685771052367812,-0.0512657863657145,-0.3099214458012478,3,0.5084745762711864,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
24.0,75.0,238.0,4.74,29.0,113.0,1,1,0,3,2.873049286248128,4,1,94.29606850298562,2.0,29.4,28.6,65.0,5.0,0.0,0.5548107218244475,0.0361334002777284,0.295472061051088,5,0.3571428571428571,4.166666666666667,1.8347152500215944,4.0,1.0,2.0,38.0,5.5,69.0,0.0
22.0,70.0,190.0,4.4,,,1,1,0,3,7.467029657303955,1,0,101.38480978075263,10.4,25.6,15.4,53.0,5.0,0.0,-1.7275455544639642,-1.088787140589698,-1.4081663475268311,7,0.5,4.191304347826087,1.959661858470061,10.0,1.0,1.0,25.0,2.0,42.0,1.0
21.0,75.0,254.0,,,,1,1,0,3,,0,0,,33.1,48.9,17.7,3.0,4.0,0.0,0.5548107218244475,0.411106913900204,0.4829588178623257,9,0.6428571428571429,3.966666666666667,1.9700843872781693,2.0,6.0,4.5,26.0,11.5,52.0,0.0
23.0,71.0,206.0,4.53,38.0,133.0,1,1,0,3,6.8567271136802646,6,1,97.837288497752,28.1,43.5,14.6,49.0,5.0,0.0,-1.271074299206282,-0.7138136269672225,-0.9924439630867524,4,0.2857142857142857,4.557692307692308,1.8933678007611927,8.0,1.0,1.0,37.0,2.0,58.0,1.0
22.0,72.0,235.0,4.76,32.5,118.0,1,1,0,3,4.331407270185873,6,1,91.55246607879371,12.6,33.0,20.7,5.0,5.0,0.0,-0.8146030439485996,-0.0341741335264856,-0.4243885887375426,5,0.3401360544217687,4.166666666666667,1.8347152500215944,0.0,0.0,0.0,9.0,1.0,23.0,0.0
24.0,,,,,,0,1,0,3,,0,0,,17.6,34.9,18.5,42.0,5.0,0.0,,,,9,0.6164383561643835,3.966666666666667,1.9700843872781693,6.0,12.0,3.5,26.0,9.0,49.0,0.0
24.0,,,,,,0,0,0,3,,0,0,,9.9,35.6,26.1,36.0,5.0,0.0,,,,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
21.0,74.0,191.0,4.39,,,1,1,0,3,7.574727635351248,1,0,102.85023348492314,11.0,35.0,23.2,17.0,4.0,0.0,0.098339466566765,-1.0653512959882934,-0.4835059147107641,7,0.4861111111111111,4.191304347826087,1.959661858470061,5.0,0.0,0.0,15.0,1.5,27.0,0.0
24.0,75.0,222.0,4.46,38.0,125.0,1,1,0,3,6.730126826885945,3,1,112.21309351700394,-1.3,21.3,23.3,13.0,5.0,0.0,0.5548107218244475,-0.338840113344747,0.1079853042398502,5,0.3571428571428571,4.166666666666667,1.8347152500215944,4.0,4.0,1.5,50.0,11.0,72.0,1.0
21.0,71.0,191.0,4.61,37.0,122.0,1,0,0,1,6.0903703562446205,4,1,84.57843820379104,,,,,4.0,0.0,-1.271074299206282,-1.0653512959882934,-1.1682127975972878,7,0.5185185185185185,4.191304347826087,1.959661858470061,,,,,,,
23.0,73.0,302.0,,,,1,0,0,3,,0,0,,11.0,35.0,23.2,17.0,5.0,0.0,-0.3581317886909173,1.5360274547676305,0.5889478330383566,6,0.4166666666666666,4.179775280898877,1.8742380133658745,,,,,,,
23.0,72.0,183.0,4.23,,,1,1,0,3,9.297895284107817,1,0,114.31931562938098,15.6,33.1,17.1,25.0,5.0,0.0,-0.8146030439485996,-1.252838052799531,-1.0337205483740657,7,0.4861111111111111,4.191304347826087,1.959661858470061,4.0,0.0,0.0,20.0,0.0,22.0,0.0
23.0,73.0,196.0,,,,1,1,0,3,,0,0,,16.2,34.9,19.2,16.0,5.0,0.0,-0.3581317886909173,-0.9481720729812696,-0.6531519308360935,4,0.2962962962962963,4.25,1.923743070572264,7.0,1.0,0.0,13.0,0.0,19.0,1.0
22.0,75.0,240.0,,,,1,1,0,3,,0,0,,19.4,39.8,19.6,50.0,5.0,0.0,0.5548107218244475,0.0830050894805379,0.3189079056524927,5,0.3571428571428571,4.166666666666667,1.8347152500215944,1.0,0.0,1.0,36.0,2.5,66.0,0.0
21.0,72.0,186.0,,,,1,1,0,3,8.351201771451105,2,0,,31.2,41.5,12.2,37.0,4.0,0.0,-0.8146030439485996,-1.182530518995317,-0.9985667814719584,4,0.2962962962962963,4.25,1.923743070572264,8.0,0.0,0.5,21.0,3.5,37.0,0.0
21.0,73.0,206.0,4.6,34.5,125.0,1,1,0,3,5.685893179580869,4,1,92.0165379626288,-10.6,21.7,32.3,24.0,4.0,0.0,-0.3581317886909173,-0.7138136269672225,-0.5359727078290699,4,0.2857142857142857,4.557692307692308,1.8933678007611927,2.0,0.0,2.0,46.0,4.0,76.0,0.0
21.0,71.0,203.0,4.65,35.0,110.0,1,1,0,3,3.851021845131537,3,1,86.83888169754397,9.6,30.7,23.1,56.0,4.0,0.0,-1.271074299206282,-0.7841211607714367,-1.0275977299888592,4,0.2962962962962963,4.633333333333334,1.884296874869689,5.0,0.0,1.0,34.0,2.5,52.0,1.0
23.0,,,,,,0,1,0,2,,0,0,,-18.1,23.8,40.6,100.0,5.0,0.0,,,,6,0.410958904109589,4.179775280898877,1.8742380133658745,3.0,6.0,10.0,30.0,17.5,49.0,0.0
22.0,69.0,185.0,4.36,35.5,117.0,1,0,0,3,4.2007062896346765,4,1,102.38958128676666,6.0,33.8,28.3,10.0,5.0,0.0,-2.184016809721647,-1.2059663635967215,-1.6949915866591845,7,0.4761904761904761,4.191304347826087,1.959661858470061,,,,,,,
21.0,76.0,254.0,4.58,,,1,1,0,3,6.554563859913928,2,0,115.45209027138502,10.2,35.0,26.0,8.0,4.0,0.0,1.0112819770821295,0.411106913900204,0.7111944454911668,9,0.625,3.966666666666667,1.9700843872781693,1.0,8.0,7.0,35.0,12.0,49.0,0.0
22.0,76.0,309.0,5.08,29.5,111.0,1,1,0,3,2.745765823980334,6,1,92.79693368736356,8.3,25.7,17.1,43.0,5.0,0.0,1.0112819770821295,1.7000783669774635,1.3556801720297966,6,0.410958904109589,2.0,,2.0,2.0,4.5,20.0,10.0,36.0,0.0
22.0,70.0,181.0,4.42,34.5,122.0,1,1,0,3,6.064829419609982,4,1,94.84610336455114,9.0,27.0,19.1,51.0,5.0,0.0,-1.7275455544639642,-1.2997097420023405,-1.5136276482331523,4,0.273972602739726,4.25,1.923743070572264,4.0,1.0,1.0,35.0,4.0,51.0,1.0
24.0,77.0,285.0,,34.0,117.0,1,1,0,3,5.712279234848015,3,1,,-11.8,18.8,29.5,14.0,5.0,0.0,1.467753232339812,1.1376180965437503,1.3026856644417812,6,0.410958904109589,3.8472222222222223,2.0872498397613364,1.0,2.0,7.5,29.0,14.0,54.0,0.0
22.0,74.0,187.0,4.54,33.5,127.0,1,1,0,3,5.32601724855222,6,1,88.03354501454622,11.7,30.9,19.1,110.0,5.0,0.0,0.098339466566765,-1.1590946743939123,-0.5303776039135736,4,0.2721088435374149,4.25,1.923743070572264,1.0,0.0,0.0,7.0,0.0,9.0,0.0
21.0,74.0,207.0,4.36,33.5,122.0,1,1,0,3,5.808499324287403,3,1,114.56563960194973,35.3,37.2,3.7,8.0,4.0,0.0,0.098339466566765,-0.6903777823658178,-0.2960191578995264,4,0.273972602739726,4.25,1.923743070572264,6.0,0.0,0.0,28.0,2.0,32.0,0.0
21.0,,,,,,0,1,0,3,,0,0,,24.1,36.6,10.8,21.0,4.0,0.0,,,,3,0.588235294117647,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
21.0,71.0,197.0,4.34,35.0,128.0,1,1,0,3,6.3998481062380295,5,1,111.05479218811467,2.2,25.9,24.1,2.0,4.0,0.0,-1.271074299206282,-0.924736228379865,-1.0979052637930735,4,0.2721088435374149,4.25,1.923743070572264,1.0,0.0,0.0,14.0,0.5,25.0,1.0
23.0,,,,,,0,1,0,3,,0,0,,-7.2,25.6,34.2,29.0,5.0,0.0,,,,4,0.273972602739726,4.557692307692308,1.8933678007611927,2.0,1.0,0.0,32.0,2.5,51.0,0.0
22.0,73.0,305.0,4.89,35.5,119.0,1,0,0,3,7.093981109280721,6,1,106.68279824184523,-5.4,23.9,29.4,38.0,5.0,0.0,-2.6050114311358548,-0.8010279119642576,-1.7030196715500563,3,0.5357142857142857,3.989189189189189,2.0955158885135967,,,,,,,
21.0,76.0,331.0,,,,1,1,0,3,5.489191360024391,1,0,,10.6,24.1,15.1,7.0,4.0,0.0,1.0112819770821295,2.2156669482083675,1.6134744626452486,6,0.4285714285714285,4.179775280898877,1.8742380133658745,5.0,3.0,3.0,18.0,6.5,32.0,0.0
21.0,74.0,241.0,4.52,38.0,129.0,1,1,0,3,6.463758003643825,4,1,115.47641669588263,22.9,46.1,24.9,21.0,4.0,0.0,0.098339466566765,0.1064409340819426,0.1023902003243538,5,0.3571428571428571,4.166666666666667,1.8347152500215944,4.0,5.0,4.0,65.0,16.0,95.0,0.0
21.0,,,,,,0,0,0,3,,0,0,,-7.0,22.9,29.1,7.0,4.0,0.0,,,,4,0.2857142857142857,4.557692307692308,1.8933678007611927,,,,,,,
23.0,75.0,264.0,4.87,32.5,119.0,1,1,0,3,4.714826173861606,5,1,93.86811088220468,20.7,35.7,16.0,6.0,5.0,0.0,0.5548107218244475,0.6454653599142512,0.6001380408693493,9,0.6428571428571429,3.966666666666667,1.9700843872781693,0.0,16.0,9.0,28.0,14.5,69.0,0.0
21.0,76.0,323.0,5.24,26.0,102.0,1,0,0,3,1.413595694451335,5,1,85.68550685621405,21.1,33.6,14.9,52.0,4.0,0.0,-0.5685771052367812,0.6984963392328286,0.0649596169980237,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
23.0,74.0,332.0,5.22,27.5,101.0,1,1,0,3,1.024253588059063,4,1,89.43058411647866,23.1,38.1,15.6,24.0,5.0,0.0,0.098339466566765,2.239102792809772,1.1687211296882685,6,0.410958904109589,4.179775280898877,1.8742380133658745,0.0,1.0,2.5,9.0,4.0,25.0,0.0
21.0,73.0,203.0,,38.5,123.0,1,1,0,3,5.629709277635383,3,1,,4.3,23.2,21.8,53.0,4.0,0.0,-0.3581317886909173,-0.7841211607714367,-0.571126474731177,4,0.2777777777777778,4.25,1.923743070572264,2.0,0.0,1.0,41.0,1.0,57.0,0.0
21.0,,,,,,0,0,0,1,,0,0,,,,,,4.0,0.0,,,,4,0.2857142857142857,4.633333333333334,1.884296874869689,,,,,,,
22.0,71.0,224.0,4.56,33.0,120.0,1,1,0,3,5.790891533232583,4,1,103.61404853978324,20.7,35.7,16.0,6.0,5.0,0.0,-1.271074299206282,-0.2919684241419376,-0.7815213616741098,5,0.3571428571428571,4.166666666666667,1.8347152500215944,3.0,3.0,1.5,43.0,3.0,96.0,0.0
22.0,76.0,268.0,,,,1,1,0,1,,0,0,,17.7,35.8,18.5,35.0,5.0,0.0,1.0112819770821295,0.7392087383198701,0.875245357701,9,0.6428571428571429,3.966666666666667,1.9700843872781693,1.0,9.0,5.5,23.0,10.0,45.0,0.0
24.0,73.0,308.0,4.75,,,1,1,0,3,6.684866200187324,2,0,121.0058240805396,2.6,32.2,27.4,41.0,5.0,0.0,-0.3581317886909173,1.6766425223760588,0.6592553668425708,6,0.4285714285714285,4.179775280898877,1.8742380133658745,1.0,0.0,8.0,28.0,12.0,44.0,0.0
24.0,,,,,,0,1,0,1,,0,0,,5.8,13.8,9.3,21.0,5.0,0.0,,,,6,0.4444444444444444,3.8472222222222223,2.0872498397613364,0.0,0.0,0.0,0.0,0.0,3.0,0.0
25.0,,,,,,1,1,0,3,10.0,1,0,,19.2,39.2,20.3,69.0,5.0,0.0,,,,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,4.0,3.0,2.5,11.0,2.5,35.0,0.0
25.0,76.0,194.0,4.5,36.5,133.0,1,1,0,3,7.089612512972695,3,1,94.61972260326168,26.2,45.0,18.2,52.0,5.0,0.0,1.0112819770821295,-0.9950437621840792,0.0081191074490252,4,0.2962962962962963,4.25,1.923743070572264,7.0,0.0,2.0,25.0,5.0,34.0,0.0
