age,height,weight,40_yard,vertical,broad_jump,combine_invite,has_college_stats,age_estimated,conference_tier,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,years_in_college,is_underclassman,height_z,weight_z,size_score,positional_value_prior,positional_value_adjusted,position_historical_round_avg,position_historical_round_std,def_pd,def_qb_hur,def_sacks,def_solo,def_tfl,def_tot,defensive_td
22.0,71.0,198.0,,,,1,1,0,3,,0,0,,12.0,38.7,28.5,14.0,5.0,0.0,-1.271074299206282,-0.9013003837784604,-1.086187341492371,4,0.2857142857142857,4.557692307692308,1.8933678007611927,4.0,0.0,1.0,64.0,4.5,86.0,0.0
21.0,76.0,250.0,4.52,37.5,128.0,1,0,0,1,6.716868037053722,3,1,119.78881399987829,,,,,4.0,0.0,1.0112819770821295,0.3173635354945851,0.6643227562883575,5,0.3472222222222222,4.166666666666667,1.8347152500215944,,,,,,,
23.0,,,,,,0,1,0,3,,0,0,,9.2,36.4,27.3,83.0,5.0,0.0,,,,7,0.4761904761904761,4.191304347826087,1.959661858470061,10.0,1.0,0.0,36.0,1.0,43.0,0.0
23.0,78.0,321.0,,,,1,0,0,3,,0,0,,4.9,29.3,26.3,39.0,5.0,0.0,0.7890457786959345,0.5318825335442634,0.660464156120099,3,0.588235294117647,3.989189189189189,2.0955158885135967,,,,,,,
23.0,,,,,,0,1,0,3,,0,0,,17.8,34.7,17.3,46.0,5.0,0.0,,,,6,0.4285714285714285,4.179775280898877,1.8742380133658745,0.0,7.0,4.5,32.0,12.0,56.0,0.0
23.0,77.0,310.0,4.97,25.5,108.0,1,0,0,1,4.36801522867932,4,1,101.6169450873014,15.2,37.2,20.7,47.0,5.0,0.0,0.1102343367295766,-0.3844933977428448,-0.137129530506634,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
22.0,77.0,298.0,,30.5,112.0,1,0,0,3,6.17922868227282,5,1,,7.7,33.7,25.9,24.0,5.0,0.0,0.1102343367295766,-1.3841762318742357,-0.6369709475723295,3,0.5357142857142857,3.989189189189189,2.0955158885135967,,,,,,,
23.0,76.0,264.0,4.69,33.5,114.0,1,1,0,3,4.115619447140552,4,1,109.12959706403926,16.4,40.3,24.7,11.0,5.0,0.0,1.0112819770821295,0.6454653599142512,0.8283736684981905,9,0.6666666666666666,3.966666666666667,1.9700843872781693,3.0,9.0,8.0,25.0,12.0,57.0,0.0
22.0,72.0,226.0,4.56,36.5,124.0,1,1,0,3,5.94425997914294,3,1,104.53917397317416,16.8,41.1,25.6,40.0,5.0,0.0,-0.8146030439485996,-0.2450967349391281,-0.5298498894438639,5,0.3472222222222222,4.166666666666667,1.8347152500215944,0.0,1.0,1.0,55.0,3.5,80.0,0.0
21.0,72.0,190.0,4.58,34.5,125.0,1,1,0,3,4.694007014929185,4,1,86.36179980930376,30.3,42.9,14.2,9.0,4.0,0.0,-0.8146030439485996,-1.088787140589698,-0.9516950922691488,4,0.273972602739726,4.25,1.923743070572264,7.0,2.0,2.0,47.0,10.0,78.0,1.0
23.0,74.0,213.0,4.52,,,1,0,0,3,6.174653920736533,1,0,102.06006952789627,3.5,33.1,28.7,11.0,5.0,0.0,0.098339466566765,-0.5497627147573895,-0.2257116240953122,4,0.2857142857142857,4.557692307692308,1.8933678007611927,,,,,,,
22.0,77.0,311.0,4.97,30.0,108.0,1,1,0,3,6.074934110429053,3,1,101.9447416843572,35.3,37.2,3.7,8.0,5.0,0.0,0.1102343367295766,-0.3011864948985622,-0.0954760790844928,3,0.5660377358490566,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23.0,,,,,,0,1,0,3,,0,0,,2.7,32.5,31.2,43.0,5.0,0.0,,,,6,0.4285714285714285,4.179775280898877,1.8742380133658745,2.0,7.0,2.5,24.0,5.5,39.0,0.0
24.0,,,,,,0,1,0,2,,0,0,,1.7,31.3,30.1,107.0,5.0,0.0,,,,6,0.410958904109589,4.179775280898877,1.8742380133658745,1.0,7.0,1.5,15.0,1.5,30.0,0.0
21.0,78.0,298.0,4.86,29.0,,1,1,0,3,3.1088232518458083,3,1,106.83195665701842,17.6,34.9,18.5,42.0,4.0,0.0,1.9242244875974943,1.4422840763620115,1.6832542819797531,6,0.410958904109589,4.179775280898877,1.8742380133658745,1.0,1.0,2.5,7.0,4.5,12.0,0.0
23.0,73.0,206.0,,,,1,1,0,3,,0,0,,21.2,37.5,15.9,54.0,5.0,0.0,-0.3581317886909173,-0.7138136269672225,-0.5359727078290699,4,0.2777777777777778,4.557692307692308,1.8933678007611927,9.0,0.0,1.0,53.0,5.0,87.0,0.0
24.0,74.0,216.0,,,,1,1,0,3,,0,0,,32.0,38.0,7.6,28.0,5.0,0.0,0.098339466566765,-0.4794551809531753,-0.1905578571932051,1,0.0684931506849315,5.833333333333333,1.19341628287971,,,,,,,
22.0,73.0,202.0,,,,1,1,0,3,0.8879566838529547,1,0,,6.3,30.4,25.2,55.0,5.0,0.0,-0.3581317886909173,-0.8075570053728415,-0.5828443970318794,7,0.5,4.191304347826087,1.959661858470061,4.0,0.0,1.0,13.0,3.0,20.0,0.0
22.0,,,,,,0,1,0,3,,0,0,,16.2,37.7,21.5,12.0,5.0,0.0,,,,5,0.3401360544217687,4.166666666666667,1.8347152500215944,3.0,0.0,2.0,36.0,5.0,75.0,1.0
21.0,,,,,,0,1,0,3,,0,0,,23.2,39.3,17.7,13.0,4.0,0.0,,,,6,0.4444444444444444,3.8472222222222223,2.0872498397613364,0.0,6.0,4.5,12.0,7.5,23.0,0.0
22.0,75.0,294.0,,26.0,108.0,1,1,0,3,2.046220454683821,4,1,,30.3,42.9,14.2,9.0,5.0,0.0,0.5548107218244475,1.3485406979563928,0.95167570989042,6,0.410958904109589,3.8472222222222223,2.0872498397613364,2.0,6.0,3.5,18.0,5.0,45.0,0.0
25.0,75.0,294.0,,26.0,108.0,1,1,0,3,2.046220454683821,4,1,,25.2,47.3,22.6,7.0,5.0,0.0,0.5548107218244475,1.3485406979563928,0.95167570989042,5,0.3424657534246575,4.166666666666667,1.8347152500215944,2.0,6.0,3.5,18.0,5.0,45.0,0.0
21.0,73.0,204.0,4.39,37.5,127.0,1,1,0,3,6.47332388423707,4,1,109.85051115667184,24.0,37.8,15.5,17.0,4.0,0.0,-0.3581317886909173,-0.760685316170032,-0.5594085524304746,7,0.5,4.191304347826087,1.959661858470061,11.0,1.0,1.0,26.0,3.0,33.0,0.0
23.0,73.0,316.0,4.95,33.0,,1,1,0,3,2.7281786123363085,2,0,105.2679783668891,20.1,35.0,16.4,68.0,5.0,0.0,-0.3581317886909173,1.8641292791872963,0.7529987452481897,6,0.4285714285714285,4.179775280898877,1.8742380133658745,1.0,0.0,2.0,12.0,6.0,36.0,0.0
23.0,77.0,311.0,5.24,26.0,102.0,1,1,0,3,3.632595128247403,5,1,82.50214437239185,17.5,39.4,23.8,6.0,5.0,0.0,0.1102343367295766,-0.3011864948985622,-0.0954760790844928,3,0.5084745762711864,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
21.0,73.0,206.0,,,,1,0,0,3,1.3062507453230854,1,0,,4.1,28.0,25.6,14.0,4.0,0.0,-0.3581317886909173,-0.7138136269672225,-0.5359727078290699,1,0.0694444444444444,5.384615384615385,1.12089707663561,,,,,,,
21.0,71.0,202.0,4.41,42.0,128.0,1,1,0,3,6.7693280353104965,6,1,106.81371182015218,9.7,34.8,25.2,34.0,4.0,0.0,-1.271074299206282,-0.8075570053728415,-1.0393156522895617,4,0.2721088435374149,4.25,1.923743070572264,3.0,0.0,0.0,30.0,1.5,52.0,0.0
24.0,77.0,314.0,5.15,31.0,116.0,1,0,0,1,6.532814599783754,3,1,89.2751785745684,,,,,5.0,0.0,0.1102343367295766,-0.0512657863657145,0.029484275181931,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
22.0,72.0,199.0,,,,1,1,0,3,,0,0,,-7.9,20.2,26.9,46.0,5.0,0.0,-0.8146030439485996,-0.8778645391770556,-0.8462337915628276,4,0.2962962962962963,4.25,1.923743070572264,6.0,0.0,0.0,29.0,1.0,42.0,0.0
22.0,,,,,,0,0,0,3,,0,0,,13.7,38.0,24.4,40.0,5.0,0.0,,,,4,0.2721088435374149,4.25,1.923743070572264,,,,,,,
22.0,71.0,197.0,4.33,40.0,129.0,1,1,0,2,6.776000901478913,4,1,112.08426194541023,5.7,32.9,27.1,93.0,5.0,0.0,-1.271074299206282,-0.924736228379865,-1.0979052637930735,4,0.2857142857142857,4.633333333333334,1.884296874869689,2.0,0.0,1.0,22.0,3.0,31.0,0.0
23.0,77.0,312.0,5.1,34.0,111.0,1,0,0,3,7.2030202076499865,5,1,92.2367273344872,4.3,33.5,30.8,69.0,5.0,0.0,0.1102343367295766,-0.2178795920542796,-0.0538226276623515,3,0.588235294117647,3.989189189189189,2.0955158885135967,,,,,,,
21.0,74.0,188.0,4.48,,,1,1,0,3,6.605445832925668,1,0,93.34171776570956,9.4,43.3,32.8,18.0,4.0,0.0,0.098339466566765,-1.1356588297925074,-0.5186596816128711,4,0.2962962962962963,4.633333333333334,1.884296874869689,5.0,0.0,0.0,39.0,0.0,58.0,1.0
22.0,73.0,281.0,4.67,,,1,1,0,3,4.559184250027241,1,0,118.1595404690245,8.6,32.8,24.7,62.0,5.0,0.0,-0.3581317886909173,1.0438747181381314,0.3428714647236071,6,0.410958904109589,3.8472222222222223,2.0872498397613364,0.0,10.0,7.5,19.0,14.0,29.0,0.0
22.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,5,0.3571428571428571,4.166666666666667,1.8347152500215944,,,,,,,
23.0,75.0,202.0,4.5,39.5,130.0,1,1,0,1,5.851844079388252,6,1,98.52156683432403,20.1,36.3,16.7,48.0,5.0,0.0,0.5548107218244475,-0.8075570053728415,-0.126373141774197,7,0.5185185185185185,4.191304347826087,1.959661858470061,4.0,0.0,0.0,13.0,2.0,19.0,0.0
23.0,78.0,328.0,5.17,24.5,93.0,1,1,0,3,0.0,3,1,91.8209257366386,13.8,31.7,20.0,5.0,5.0,0.0,1.9242244875974943,2.145359414404153,2.034791951000824,6,0.4285714285714285,4.179775280898877,1.8742380133658745,2.0,1.0,2.0,14.0,4.5,37.0,0.0
23.0,,,,,,0,0,0,3,,0,0,,10.3,34.1,21.3,11.0,5.0,0.0,,,,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
21.0,73.0,172.0,,,,1,0,0,3,,0,0,,3.5,28.3,26.6,8.0,4.0,0.0,-0.3581317886909173,-1.510632343414983,-0.9343820660529502,1,0.074074074074074,5.384615384615385,1.12089707663561,,,,,,,
22.0,73.0,180.0,4.43,38.0,134.0,1,1,0,3,7.767781382668417,3,1,93.47330441130454,12.7,36.0,25.2,13.0,5.0,0.0,-0.3581317886909173,-1.3231455866037454,-0.8406386876473313,4,0.273972602739726,4.25,1.923743070572264,5.0,2.0,0.0,23.0,1.0,27.0,0.0
22.0,71.0,196.0,4.38,,,1,1,0,3,7.682425613398532,1,0,106.50981368968212,10.3,34.1,21.3,11.0,5.0,0.0,-1.271074299206282,-0.9481720729812696,-1.109623186093776,7,0.4861111111111111,4.191304347826087,1.959661858470061,11.0,0.0,1.0,35.0,3.0,51.0,0.0
22.0,74.0,188.0,4.64,34.5,,1,1,0,3,4.882814890491459,2,0,81.11775500119474,3.5,33.1,28.7,11.0,5.0,0.0,0.098339466566765,-1.1356588297925074,-0.5186596816128711,7,0.5,4.191304347826087,1.959661858470061,8.0,0.0,0.5,31.0,2.0,40.0,0.0
24.0,,,,,,0,1,0,3,,0,0,,3.4,27.5,25.0,90.0,5.0,0.0,,,,5,0.3472222222222222,3.875,2.276693508870558,4.0,5.0,7.0,29.0,8.5,45.0,0.0
21.0,,,,,,0,1,0,3,,0,0,,10.7,33.0,22.2,56.0,4.0,0.0,,,,5,0.3401360544217687,4.166666666666667,1.8347152500215944,0.0,0.0,0.5,14.0,2.0,26.0,0.0
21.0,71.0,191.0,4.47,35.0,,1,1,0,3,4.827057805489466,3,1,95.682666628276,-13.4,17.0,28.6,30.0,4.0,0.0,-1.271074299206282,-1.0653512959882934,-1.1682127975972878,4,0.273972602739726,4.25,1.923743070572264,7.0,1.0,1.0,38.0,2.5,52.0,0.0
21.0,74.0,267.0,4.72,37.0,116.0,1,1,0,2,4.562340148031589,6,1,107.59033567622524,4.2,33.2,29.1,72.0,4.0,0.0,0.098339466566765,0.7157728937184653,0.4070561801426152,9,0.6122448979591836,3.966666666666667,1.9700843872781693,1.0,3.0,5.0,29.0,7.5,52.0,0.0
22.0,76.0,267.0,,,,1,1,0,1,6.325779482964652,1,0,,8.3,23.7,17.1,102.0,5.0,0.0,1.0112819770821295,0.7157728937184653,0.8635274354002975,9,0.625,3.966666666666667,1.9700843872781693,0.0,9.0,11.5,30.0,20.5,68.0,0.0
21.0,78.0,317.0,,,,1,0,0,3,,0,0,,24.1,36.6,10.8,21.0,4.0,0.0,0.7890457786959345,0.1986549221671331,0.4938503504315338,3,0.588235294117647,3.989189189189189,2.0955158885135967,,,,,,,
23.0,75.0,304.0,5.1,,,1,1,0,3,0.0,1,0,89.87168304385932,15.4,35.1,19.9,5.0,5.0,0.0,0.5548107218244475,1.58289914397044,1.0688549328974437,6,0.410958904109589,4.179775280898877,1.8742380133658745,1.0,2.0,0.0,7.0,2.0,35.0,0.0
23.0,72.0,196.0,4.58,34.0,129.0,1,1,0,3,6.3769603799666745,5,1,89.08901454012387,2.4,30.6,28.2,88.0,5.0,0.0,-0.8146030439485996,-0.9481720729812696,-0.8813875584649347,7,0.4761904761904761,4.191304347826087,1.959661858470061,2.0,0.0,0.0,14.0,2.0,19.0,0.0
24.0,74.0,313.0,4.82,,,1,1,0,3,4.688984689180418,3,1,115.98082141848468,2.6,32.2,27.4,41.0,5.0,0.0,0.098339466566765,1.7938217453830825,0.9460806059749238,6,0.4285714285714285,4.179775280898877,1.8742380133658745,3.0,1.0,4.0,17.0,6.0,32.0,0.0
21.0,72.0,193.0,,39.0,128.0,1,1,0,3,4.9993179960605865,3,1,,13.0,23.2,9.9,16.0,4.0,0.0,-0.8146030439485996,-1.018479606785484,-0.9165413253670418,4,0.273972602739726,4.25,1.923743070572264,9.0,1.0,1.0,33.0,1.0,46.0,0.0
24.0,73.0,227.0,4.58,33.5,119.0,1,1,0,3,4.708728626028912,3,1,103.17962398269448,3.1,27.3,22.4,12.0,5.0,0.0,-0.3581317886909173,-0.2216608903377234,-0.2898963395143203,5,0.3571428571428571,4.166666666666667,1.8347152500215944,5.0,1.0,0.0,51.0,2.0,93.0,0.0
22.0,75.0,242.0,,39.5,,1,1,0,3,6.385702811689695,2,0,,-1.3,21.3,23.3,13.0,5.0,0.0,0.5548107218244475,0.1298767786833473,0.3423437502538974,5,0.3571428571428571,4.166666666666667,1.8347152500215944,3.0,3.0,4.0,90.0,8.5,136.0,0.0
23.0,75.0,236.0,4.57,36.0,126.0,1,1,0,3,6.007169310752279,3,1,108.21244215040304,19.4,39.8,19.6,50.0,5.0,0.0,0.5548107218244475,-0.0107382889250809,0.2720362164496832,5,0.3571428571428571,4.166666666666667,1.8347152500215944,4.0,2.0,4.5,26.0,9.5,44.0,0.0
24.0,78.0,311.0,,,,1,1,0,3,,0,0,,8.6,32.8,24.7,62.0,5.0,0.0,0.7890457786959345,-0.3011864948985622,0.2439296418986861,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
24.0,76.0,250.0,4.62,39.0,126.0,1,1,0,3,5.8937078790279465,6,1,109.74938672753872,-4.7,27.2,32.2,5.0,5.0,0.0,1.0112819770821295,0.3173635354945851,0.6643227562883575,9,0.6428571428571429,3.966666666666667,1.9700843872781693,1.0,10.0,8.0,37.0,11.5,57.0,0.0
21.0,,,,,,0,1,0,2,,0,0,,-1.1,20.5,21.7,103.0,4.0,0.0,,,,5,0.3571428571428571,4.166666666666667,1.8347152500215944,1.0,1.0,0.5,30.0,7.0,57.0,0.0
21.0,74.0,234.0,4.64,35.5,120.0,1,1,0,3,4.620471226045267,4,1,100.96571633127432,7.4,34.4,27.8,77.0,4.0,0.0,0.098339466566765,-0.0576099781278904,0.0203647442194373,5,0.3703703703703703,4.166666666666667,1.8347152500215944,4.0,7.0,5.0,64.0,11.0,121.0,0.0
22.0,75.0,260.0,4.63,38.0,122.0,1,0,0,1,6.0434079551383935,4,1,113.15646705710164,0.5,24.7,24.9,31.0,5.0,0.0,0.5548107218244475,0.5517219815086323,0.5532663516665399,9,0.6666666666666666,3.966666666666667,1.9700843872781693,,,,,,,
23.0,75.0,239.0,4.63,40.0,129.0,1,1,0,2,6.735164571926575,6,1,104.01690625633574,0.6,26.0,23.5,124.0,5.0,0.0,0.5548107218244475,0.0595692448791332,0.3071899833517903,5,0.3472222222222222,4.166666666666667,1.8347152500215944,1.0,2.0,1.0,80.0,7.5,129.0,2.0
23.0,72.0,190.0,,,,1,0,0,3,,0,0,,11.2,33.8,24.2,18.0,5.0,0.0,-0.8146030439485996,-1.088787140589698,-0.9516950922691488,1,0.0684931506849315,5.384615384615385,1.12089707663561,,,,,,,
23.0,72.0,202.0,4.51,40.5,125.0,1,1,0,3,6.480554805561565,4,1,97.65066329653804,-9.5,13.5,22.8,95.0,5.0,0.0,-0.8146030439485996,-0.8075570053728415,-0.8110800246607206,4,0.273972602739726,4.25,1.923743070572264,2.0,0.0,0.0,37.0,2.0,66.0,0.0
22.0,74.0,232.0,4.57,39.5,127.0,1,0,0,1,6.8654363369351925,3,1,106.37833296141316,10.5,34.6,22.0,29.0,5.0,0.0,0.098339466566765,-0.1044816673306998,-0.0030711003819673,5,0.3472222222222222,4.166666666666667,1.8347152500215944,,,,,,,
22.0,74.0,230.0,4.47,42.0,129.0,1,1,0,3,7.970328412614206,3,1,115.21996504975644,32.0,41.4,10.3,3.0,5.0,0.0,0.098339466566765,-0.1513533565335093,-0.0265069449833721,5,0.3472222222222222,4.166666666666667,1.8347152500215944,0.0,2.0,4.5,30.0,6.0,58.0,0.0
23.0,74.0,236.0,4.69,35.0,121.0,1,1,0,2,4.654831544762082,6,1,97.55524586027752,3.2,24.6,20.8,76.0,5.0,0.0,0.098339466566765,-0.0107382889250809,0.043800588820842,5,0.3571428571428571,4.166666666666667,1.8347152500215944,3.0,2.0,0.0,42.0,7.5,63.0,0.0
21.0,77.0,307.0,4.95,26.0,112.0,1,0,0,3,5.351947829565388,5,1,102.26983974251569,10.5,34.6,22.0,29.0,4.0,0.0,0.1102343367295766,-0.6344141062756925,-0.2620898847730579,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
23.0,77.0,311.0,,,,1,0,0,1,,0,0,,,,,,5.0,0.0,0.1102343367295766,-0.3011864948985622,-0.0954760790844928,3,0.588235294117647,3.989189189189189,2.0955158885135967,,,,,,,
25.0,71.0,180.0,4.48,39.0,128.0,1,1,0,3,7.184010420064912,3,1,89.36972977567937,-12.6,19.2,32.3,71.0,5.0,0.0,-1.271074299206282,-1.3231455866037454,-1.2971099429050137,4,0.2777777777777778,4.25,1.923743070572264,6.0,0.0,0.0,30.0,1.0,34.0,0.0
25.0,80.0,304.0,,,,1,0,0,1,,0,0,,,,,,5.0,0.0,2.14666866262865,-0.8843348148085403,0.631166923910055,3,0.588235294117647,3.989189189189189,2.0955158885135967,,,,,,,
21.0,77.0,264.0,,,,1,0,0,2,,0,0,,3.7,35.9,33.5,123.0,4.0,0.0,1.467753232339812,0.6454653599142512,1.0566092961270317,9,0.6428571428571429,3.966666666666667,1.9700843872781693,,,,,,,
21.0,70.0,184.0,4.54,34.5,125.0,1,1,0,3,5.410306684626809,6,1,86.62124215335028,16.4,40.3,24.7,11.0,4.0,0.0,-1.7275455544639642,-1.2294022081981264,-1.4784738813310452,4,0.2962962962962963,4.25,1.923743070572264,6.0,1.0,0.0,22.0,2.0,35.0,0.0
23.0,76.0,269.0,4.79,36.0,119.0,1,1,0,3,3.6569713506617454,5,1,102.19748822967978,16.3,29.7,13.5,50.0,5.0,0.0,1.0112819770821295,0.7626445829212748,0.8869632800017022,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,1.0,3.0,5.5,24.0,8.5,45.0,0.0
24.0,74.0,229.0,4.58,31.0,,1,1,0,3,5.676061072517701,5,1,104.08869555963452,18.0,43.7,25.6,42.0,5.0,0.0,0.098339466566765,-0.174789201134914,-0.0382248672840744,5,0.3401360544217687,4.166666666666667,1.8347152500215944,3.0,6.0,6.0,49.0,7.5,91.0,0.0
21.0,75.0,254.0,4.48,34.5,128.0,1,0,0,1,6.262120754467389,4,1,126.11061868345868,,,,,4.0,0.0,0.5548107218244475,0.411106913900204,0.4829588178623257,9,0.6666666666666666,3.966666666666667,1.9700843872781693,,,,,,,
22.0,75.0,251.0,4.6,33.5,115.0,1,1,0,3,4.223615939448418,3,1,112.1172380030089,23.1,36.8,15.6,5.0,5.0,0.0,0.5548107218244475,0.3407993800959898,0.4478050509602186,5,0.3703703703703703,4.166666666666667,1.8347152500215944,1.0,5.0,8.0,16.0,10.5,41.0,1.0
23.0,,,,,,0,1,0,2,,0,0,,18.0,39.5,23.4,71.0,5.0,0.0,,,,7,0.5,4.191304347826087,1.959661858470061,2.0,1.0,0.0,26.0,0.0,30.0,1.0
23.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,9,0.6122448979591836,3.966666666666667,1.9700843872781693,,,,,,,
22.0,,,,,,0,1,0,2,,0,0,,-1.9,23.8,26.6,90.0,5.0,0.0,,,,4,0.2857142857142857,4.557692307692308,1.8933678007611927,11.0,0.0,0.0,17.0,0.0,25.0,0.0
23.0,76.0,323.0,4.89,27.0,109.0,1,1,0,2,5.052784046038298,5,1,112.97883223644592,5.8,28.7,24.0,33.0,5.0,0.0,-0.5685771052367812,0.6984963392328286,0.0649596169980237,3,0.5084745762711864,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22.0,,,,,,0,0,0,1,,0,0,,-4.1,25.5,31.2,2.0,5.0,0.0,,,,5,0.3571428571428571,4.166666666666667,1.8347152500215944,,,,,,,
22.0,74.0,244.0,,,,1,1,0,3,3.816015114143868,1,0,,-4.2,21.4,25.5,44.0,5.0,0.0,0.098339466566765,0.1767484678861568,0.1375439672264609,9,0.6122448979591836,3.966666666666667,1.9700843872781693,1.0,3.0,8.0,26.0,11.5,51.0,0.0
23.0,,,,,,0,1,0,3,,0,0,,19.2,39.2,20.3,69.0,5.0,0.0,,,,4,0.2721088435374149,4.25,1.923743070572264,1.0,0.0,0.0,12.0,0.0,18.0,0.0
23.0,,,,,,0,1,0,3,,0,0,,19.4,39.8,19.6,50.0,5.0,0.0,,,,7,0.5,4.191304347826087,1.959661858470061,3.0,1.0,2.5,31.0,4.0,49.0,1.0
22.0,76.0,310.0,4.93,,,1,1,0,3,1.759036820797809,1,0,104.95521252809348,28.3,46.8,18.6,6.0,5.0,0.0,1.0112819770821295,1.7235142115788684,1.367398094330499,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,3.0,5.0,4.0,13.0,4.5,24.0,0.0
21.0,,,,,,0,0,0,1,,0,0,,,,,,4.0,0.0,,,,4,0.2777777777777778,4.25,1.923743070572264,,,,,,,
23.0,,,,,,0,1,0,3,,0,0,,-9.1,16.4,25.2,19.0,5.0,0.0,,,,4,0.273972602739726,4.25,1.923743070572264,9.0,0.0,0.0,24.0,1.0,33.0,1.0
22.0,,,,,,0,0,0,3,,0,0,,13.7,38.0,24.4,40.0,5.0,0.0,,,,3,0.5357142857142857,3.989189189189189,2.0955158885135967,,,,,,,
21.0,73.0,197.0,4.38,41.5,133.0,1,1,0,3,6.984875733307577,4,1,107.0532311064662,18.9,44.9,26.5,23.0,4.0,0.0,-0.3581317886909173,-0.924736228379865,-0.6414340085353911,4,0.273972602739726,4.25,1.923743070572264,7.0,0.0,0.0,35.0,1.0,51.0,0.0
21.0,73.0,226.0,4.44,34.5,132.0,1,1,0,3,6.770286521832497,3,1,116.30718762247658,26.0,40.9,15.6,1.0,4.0,0.0,-0.3581317886909173,-0.2450967349391281,-0.3016142618150227,5,0.3472222222222222,4.166666666666667,1.8347152500215944,3.0,3.0,2.0,39.0,8.5,68.0,0.0
24.0,75.0,317.0,5.03,33.0,102.0,1,0,0,1,5.54522350882642,3,1,99.04152473673987,,,,,5.0,0.0,-1.247388547203139,0.1986549221671331,-0.5243668125180029,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
24.0,,,,,,0,1,0,3,,0,0,,16.8,41.1,25.6,40.0,5.0,0.0,,,,7,0.4861111111111111,4.191304347826087,1.959661858470061,6.0,0.0,0.0,31.0,0.0,37.0,0.0
24.0,77.0,305.0,5.04,,,1,0,0,3,3.8825154770994086,3,1,94.53827839096408,23.2,39.3,17.7,13.0,5.0,0.0,0.1102343367295766,-0.8010279119642576,-0.3453967876173404,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
23.0,75.0,314.0,5.13,32.5,109.0,1,1,0,1,5.816044786664076,5,1,90.67554682236955,,,,,5.0,0.0,-1.247388547203139,-0.0512657863657145,-0.6493271667844267,3,0.4615384615384615,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
25.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,4,0.2777777777777778,4.25,1.923743070572264,,,,,,,
23.0,71.0,192.0,4.62,33.0,116.0,1,1,0,3,3.750756309736935,4,1,84.28752900674974,35.3,37.2,3.7,8.0,5.0,0.0,-1.271074299206282,-1.041915451386889,-1.1564948752965851,4,0.273972602739726,4.25,1.923743070572264,6.0,0.0,1.0,29.0,4.0,46.0,1.0
21.0,,,,,,0,1,0,3,,0,0,,19.2,37.3,17.3,41.0,4.0,0.0,,,,7,0.4794520547945205,4.191304347826087,1.959661858470061,6.0,0.0,1.0,15.0,2.0,23.0,2.0
24.0,73.0,227.0,,,,1,1,0,3,3.816015114143868,1,0,,17.8,34.7,17.3,46.0,5.0,0.0,-0.3581317886909173,-0.2216608903377234,-0.2898963395143203,5,0.3571428571428571,4.166666666666667,1.8347152500215944,5.0,1.0,2.5,35.0,8.0,58.0,0.0
24.0,70.0,180.0,4.38,,,1,0,0,3,7.682425613398532,1,0,97.81513502113664,3.9,26.0,24.2,9.0,5.0,0.0,-1.7275455544639642,-1.3231455866037454,-1.5253455705338548,4,0.2777777777777778,4.25,1.923743070572264,,,,,,,
23.0,73.0,193.0,4.54,,,1,1,0,3,4.678489508657847,2,0,90.85815073693809,21.2,37.5,15.9,54.0,5.0,0.0,-0.3581317886909173,-1.018479606785484,-0.6883056977382006,7,0.4861111111111111,4.191304347826087,1.959661858470061,11.0,0.0,0.0,32.0,1.5,40.0,1.0
23.0,74.0,236.0,,,,1,1,0,3,,0,0,,10.4,25.6,15.4,53.0,5.0,0.0,0.098339466566765,-0.0107382889250809,0.043800588820842,5,0.3571428571428571,4.166666666666667,1.8347152500215944,6.0,3.0,1.0,45.0,5.0,94.0,0.0
23.0,74.0,229.0,,,,1,0,0,2,,0,0,,2.3,27.2,23.9,121.0,5.0,0.0,0.098339466566765,-0.174789201134914,-0.0382248672840744,5,0.3571428571428571,4.166666666666667,1.8347152500215944,,,,,,,
23.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
22.0,76.0,273.0,4.79,,115.0,1,1,0,3,3.959597009718019,4,1,103.71715348216571,5.1,32.6,27.9,1.0,5.0,0.0,1.0112819770821295,0.8563879613268937,0.9338349692045116,9,0.6164383561643835,3.966666666666667,1.9700843872781693,3.0,10.0,6.0,36.0,11.5,45.0,0.0
