age,height,weight,40_yard,vertical,broad_jump,combine_invite,has_college_stats,age_estimated,conference_tier,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,years_in_college,is_underclassman,height_z,weight_z,size_score,positional_value_prior,positional_value_adjusted,position_historical_round_avg,position_historical_round_std,dominator_rating,team_total_yards,rush_att,rush_long,rush_td,rush_yds,rush_ypc,rec,rec_long,rec_td,rec_yds,rec_ypr
23.0,68.0,168.0,4.38,36.0,119.0,1,1,0,3,4.992644235670097,5,1,91.29412601972751,14.1,37.3,23.1,72.0,5.0,0.0,-1.6131602812142385,-1.9075111864777896,-1.7603357338460142,7,0.9210526315789472,3.888324873096447,2.0498172482106414,12.242445054945057,5824.0,5.0,9.0,0.0,26.0,5.2,82.0,37.0,11.0,687.0,8.4
24.0,77.0,219.0,4.39,40.5,133.0,1,0,0,3,7.354628265547527,6,1,117.92775462407415,19.8,43.3,23.9,1.0,5.0,0.0,1.4206753778834067,0.2573937785715459,0.8390345782274763,7,0.9210526315789472,3.888324873096447,2.0498172482106414,0.0,6119.0,,,,,,,,,,
24.0,,,,,,0,1,0,3,,0,0,,-2.8,24.4,29.0,50.0,5.0,0.0,,,,2,0.2439024390243902,4.434426229508197,1.7860233537478658,2.4911868390129257,4255.0,13.0,36.0,1.0,106.0,8.2,,,,,
22.0,67.0,174.0,4.47,35.5,122.0,1,1,0,2,6.938620887504699,5,1,87.16640834198965,-8.0,28.9,36.7,107.0,5.0,0.0,-1.950253132225088,-1.6528164847072797,-1.8015348084661835,7,0.9210526315789472,3.888324873096447,2.0498172482106414,23.129384255650816,5132.0,1.0,0.0,0.0,-3.0,-3.0,74.0,75.0,19.0,1190.0,16.1
22.0,71.0,178.0,4.43,36.0,121.0,1,0,0,1,4.372308568174012,4,1,92.43471214006784,,,,,5.0,0.0,-0.6018817281816898,-1.483020016860273,-1.0424508725209811,7,0.875,3.888324873096447,2.0498172482106414,,,,,,,,,,,,
23.0,74.0,241.0,4.61,35.0,124.0,1,1,0,3,4.190405605356854,3,1,106.7193906131604,6.8,31.1,26.0,4.0,5.0,0.0,0.4093968248508584,1.1912743517300828,0.8003355882904706,5,0.6578947368421052,4.105882352941176,1.7184123999990772,10.295616717635063,4905.0,4.0,4.0,1.0,2.0,0.5,39.0,49.0,2.0,503.0,12.9
21.0,69.0,199.0,4.36,33.5,,1,1,0,3,5.479011954240102,2,0,110.13798203279224,30.3,42.9,14.2,9.0,4.0,0.0,-1.2760674302033888,-0.5915885606634878,-0.9338279954334384,2,0.2631578947368421,4.434426229508197,1.7860233537478658,19.79368149580916,6204.0,136.0,76.0,7.0,850.0,6.3,42.0,37.0,3.0,378.0,9.0
23.0,77.0,250.0,4.81,31.5,118.0,1,1,0,3,2.008855888155121,6,1,93.40920994668436,20.1,29.8,10.8,35.0,5.0,0.0,1.4206753778834067,1.573316404385848,1.4969958911346275,5,0.625,4.105882352941176,1.7184123999990772,8.644278606965173,4824.0,,,,,,43.0,35.0,2.0,417.0,9.7
23.0,70.0,204.0,4.49,38.0,122.0,1,1,0,3,6.7196880816784885,6,1,100.38638127398184,-0.1,27.8,28.0,60.0,5.0,0.0,-0.9389745791925392,-0.3793429758547293,-0.6591587775236343,2,0.2631578947368421,4.434426229508197,1.7860233537478658,28.863409770687937,2006.0,60.0,52.0,3.0,511.0,8.5,10.0,20.0,1.0,68.0,6.8
23.0,73.0,201.0,4.69,35.0,130.0,1,1,0,3,4.340023334241066,5,1,83.08730685557533,12.7,36.0,25.2,13.0,5.0,0.0,0.0723039738400089,-0.5066903267399844,-0.2171931764499877,7,0.9210526315789472,3.888324873096447,2.0498172482106414,11.2484799351439,4934.0,4.0,24.0,1.0,51.0,12.8,33.0,54.0,1.0,504.0,15.3
23.0,73.0,226.0,4.48,39.5,125.0,1,1,0,3,7.234403316030916,6,1,112.208660718353,-1.0,27.2,27.8,39.0,5.0,0.0,0.0723039738400089,0.5545375973038077,0.3134207855719083,7,0.9210526315789472,3.888324873096447,2.0498172482106414,10.06418485237484,3895.0,,,,,,25.0,59.0,4.0,392.0,15.7
22.0,73.0,197.0,4.47,37.0,127.0,1,1,0,3,6.256131790551747,5,1,98.6884048469653,16.4,40.3,24.7,11.0,5.0,0.0,0.0723039738400089,-0.676486794586991,-0.302091410373491,7,0.9210526315789472,3.888324873096447,2.0498172482106414,7.055258981387967,6931.0,2.0,19.0,1.0,21.0,10.5,34.0,45.0,3.0,468.0,13.8
23.0,71.0,186.0,4.5,38.0,128.0,1,1,0,3,5.816060498906049,5,1,90.71787837219937,23.4,36.5,15.8,5.0,5.0,0.0,-0.6018817281816898,-1.1434270811662597,-0.8726544046739746,7,0.875,3.888324873096447,2.0498172482106414,9.414799290665806,6203.0,1.0,0.0,0.0,-3.0,-3.0,31.0,65.0,6.0,587.0,18.9
21.0,71.0,206.0,4.47,42.0,138.0,1,1,0,3,5.8727675347628825,6,1,103.19701217499924,6.7,28.8,22.9,26.0,4.0,0.0,-0.6018817281816898,-0.2944447419312259,-0.4481632350564579,7,0.9333333333333332,3.888324873096447,2.0498172482106414,14.3090760425184,4892.0,14.0,29.0,0.0,89.0,6.4,43.0,55.0,5.0,611.0,14.2
22.0,72.0,205.0,4.42,,,1,0,0,3,4.286822827909615,2,0,107.42238226371816,7.7,23.6,17.2,65.0,5.0,0.0,-0.2647888771708405,-0.3368938588929776,-0.3008413680319091,7,0.853658536585366,3.888324873096447,2.0498172482106414,0.0,3958.0,,,,,,,,,,
23.0,73.0,194.0,4.49,36.0,123.0,1,1,0,2,4.914557826902883,4,1,95.46548023113958,-7.2,21.4,28.0,116.0,5.0,0.0,0.0723039738400089,-0.8038341454722461,-0.3657650858161185,7,0.875,3.888324873096447,2.0498172482106414,33.431617146745296,4409.0,,,,,,82.0,68.0,8.0,1474.0,18.0
21.0,72.0,176.0,4.4,40.0,135.0,1,1,0,3,8.720712111320687,3,1,93.9143501126972,25.2,47.3,22.6,7.0,4.0,0.0,-0.2647888771708405,-1.5679182507837763,-0.9163535639773084,7,0.9210526315789472,3.888324873096447,2.0498172482106414,18.545081967213115,6832.0,1.0,0.0,0.0,0.0,0.0,67.0,78.0,15.0,1267.0,18.9
23.0,72.0,188.0,4.46,34.0,120.0,1,1,0,3,4.049934557957073,4,1,95.02730441980512,8.0,30.1,22.3,53.0,5.0,0.0,-0.2647888771708405,-1.058528847242756,-0.6616588622067983,7,0.9210526315789472,3.888324873096447,2.0498172482106414,14.969029593943564,5812.0,1.0,12.0,1.0,12.0,12.0,63.0,85.0,6.0,858.0,13.6
22.0,71.0,199.0,4.42,33.0,124.0,1,1,0,3,4.904265562341846,3,1,104.2783125389264,32.0,41.4,10.3,3.0,5.0,0.0,-0.6018817281816898,-0.5915885606634878,-0.5967351444225888,2,0.25,4.434426229508197,1.7860233537478658,11.683227943390545,6642.0,101.0,40.0,7.0,619.0,6.1,21.0,23.0,3.0,157.0,7.5
23.0,76.0,249.0,,,,1,1,0,3,,0,0,,2.4,26.7,25.2,60.0,5.0,0.0,1.0835825268725572,1.5308672874240965,1.3072249071483268,5,0.625,4.105882352941176,1.7184123999990772,0.913921360255048,4705.0,1.0,1.0,0.0,1.0,1.0,5.0,20.0,1.0,42.0,8.4
23.0,71.0,201.0,,34.5,,1,1,0,3,3.636759388636873,4,1,,4.4,34.6,28.3,75.0,5.0,0.0,-0.6018817281816898,-0.5066903267399844,-0.5542860274608371,7,0.9333333333333332,3.888324873096447,2.0498172482106414,18.263614838200475,6335.0,4.0,12.0,0.0,18.0,4.5,102.0,52.0,14.0,1139.0,11.2
21.0,74.0,179.0,,,,1,1,0,3,,0,0,,26.0,40.9,15.6,1.0,4.0,0.0,0.4093968248508584,-1.4405708998985214,-0.5155870375238315,7,0.875,3.888324873096447,2.0498172482106414,19.800628157858803,7323.0,2.0,4.0,0.0,5.0,2.5,68.0,94.0,15.0,1445.0,21.3
23.0,78.0,249.0,4.62,37.0,118.0,1,1,0,3,3.5469928307464382,4,1,109.31038918062856,7.9,33.5,25.3,17.0,5.0,0.0,1.757768228894256,1.5308672874240965,1.644317758159176,5,0.6578947368421052,4.105882352941176,1.7184123999990772,9.285714285714286,5600.0,,,,,,47.0,81.0,8.0,520.0,11.1
22.0,69.0,204.0,4.44,33.5,120.0,1,1,0,3,4.834194752482571,4,1,104.9852490043594,9.5,27.9,17.8,22.0,5.0,0.0,-1.2760674302033888,-0.3793429758547293,-0.827705203029059,2,0.2439024390243902,4.434426229508197,1.7860233537478658,26.30455868089233,5155.0,187.0,50.0,8.0,1201.0,6.4,21.0,18.0,1.0,155.0,7.4
22.0,70.0,221.0,,,,1,1,0,3,5.910068813299067,1,0,,23.1,36.8,15.6,5.0,5.0,0.0,-0.9389745791925392,0.3422920124950492,-0.298341283348745,2,0.2631578947368421,4.434426229508197,1.7860233537478658,16.881700890423406,5503.0,166.0,29.0,6.0,803.0,4.8,13.0,42.0,0.0,126.0,9.7
22.0,,,,,,0,1,0,2,,0,0,,-17.0,20.6,39.2,86.0,5.0,0.0,,,,2,0.2666666666666666,4.434426229508197,1.7860233537478658,26.69165105142619,4803.0,154.0,57.0,9.0,1090.0,7.1,40.0,18.0,2.0,192.0,4.8
23.0,75.0,215.0,4.72,29.0,119.0,1,1,0,3,0.9948236762409816,3,1,86.63641262317762,10.8,27.8,17.4,45.0,5.0,0.0,0.7464896758617078,0.0875973107245391,0.4170434932931234,7,0.9333333333333332,3.888324873096447,2.0498172482106414,20.791245791245792,4752.0,12.0,22.0,1.0,46.0,3.8,57.0,51.0,8.0,942.0,16.5
22.0,73.0,202.0,4.54,37.0,121.0,1,0,0,3,4.744164853453081,3,1,95.09505932052586,6.8,31.1,26.0,4.0,5.0,0.0,0.0723039738400089,-0.4642412097782327,-0.1959686179691118,7,0.9210526315789472,3.888324873096447,2.0498172482106414,0.0,4905.0,,,,,,,,,,
21.0,69.0,212.0,4.55,36.0,123.0,1,1,0,3,5.883238656289898,6,1,98.92823708641994,18.0,43.7,25.6,42.0,4.0,0.0,-1.2760674302033888,-0.0397500401607158,-0.6579087351820523,2,0.2631578947368421,4.434426229508197,1.7860233537478658,22.41352567085466,6447.0,157.0,65.0,19.0,1140.0,7.3,25.0,41.0,3.0,305.0,12.2
25.0,70.0,193.0,4.56,,,1,1,0,3,3.9546934435879546,1,0,89.27460432222395,8.0,30.1,22.3,53.0,5.0,0.0,-0.9389745791925392,-0.8462832624339978,-0.8926289208132685,2,0.2631578947368421,4.434426229508197,1.7860233537478658,23.640743289745355,5812.0,181.0,74.0,13.0,1128.0,6.2,21.0,75.0,1.0,246.0,11.7
21.0,73.0,196.0,,35.0,125.0,1,0,0,2,7.982478323633694,4,1,,-4.6,31.6,35.2,86.0,4.0,0.0,0.0723039738400089,-0.7189359115487427,-0.3233159688543668,7,0.9210526315789472,3.888324873096447,2.0498172482106414,0.0,5901.0,,,,,,,,,,
22.0,76.0,214.0,4.47,39.0,128.0,1,1,0,3,6.871819336768449,3,1,107.20466313325164,15.8,27.0,13.3,44.0,5.0,0.0,1.0835825268725572,0.0451481937627874,0.5643653603176724,7,0.853658536585366,3.888324873096447,2.0498172482106414,0.0,4281.0,,,,,,,,,,
23.0,71.0,187.0,4.45,33.5,121.0,1,1,0,3,4.478243307063151,4,1,95.37434278128508,32.0,38.0,7.6,28.0,5.0,0.0,-0.6018817281816898,-1.100977964204508,-0.8514298461930989,7,0.9210526315789472,3.888324873096447,2.0498172482106414,10.074743070694488,6422.0,4.0,17.0,0.0,11.0,2.8,55.0,35.0,5.0,636.0,11.6
21.0,69.0,196.0,4.38,,,1,1,0,3,7.568098823777783,1,0,106.50981368968212,24.1,36.6,10.8,21.0,4.0,0.0,-1.2760674302033888,-0.7189359115487427,-0.9975016708760658,2,0.2439024390243902,4.434426229508197,1.7860233537478658,11.862955032119912,7005.0,112.0,45.0,6.0,564.0,5.0,34.0,45.0,4.0,267.0,7.9
22.0,,,,,,0,1,0,3,,0,0,,28.3,46.8,18.6,6.0,5.0,0.0,,,,7,0.9210526315789472,3.888324873096447,2.0498172482106414,8.089280636906453,7034.0,3.0,11.0,0.0,12.0,4.0,25.0,90.0,4.0,557.0,22.3
21.0,71.0,210.0,4.38,38.0,134.0,1,1,0,3,8.139628999168448,3,1,114.1176575246594,16.2,34.9,19.2,16.0,4.0,0.0,-0.6018817281816898,-0.1246482740842192,-0.3632650011329545,2,0.2631578947368421,4.434426229508197,1.7860233537478658,19.811158798283262,5825.0,137.0,82.0,4.0,1013.0,7.4,22.0,20.0,0.0,141.0,6.4
23.0,,,,,,0,1,0,3,,0,0,,10.0,31.3,22.4,48.0,5.0,0.0,,,,7,0.853658536585366,3.888324873096447,2.0498172482106414,12.1579277209108,4787.0,18.0,24.0,2.0,116.0,6.4,38.0,66.0,2.0,466.0,12.3
23.0,70.0,194.0,4.39,41.5,134.0,1,0,0,3,8.210296125032805,6,1,104.4656821784036,15.8,27.0,13.3,44.0,5.0,0.0,-0.9389745791925392,-0.8038341454722461,-0.8714043623323927,7,0.853658536585366,3.888324873096447,2.0498172482106414,0.0,4281.0,,,,,,,,,,
23.0,79.0,259.0,4.61,,,1,1,0,3,5.6023887009072615,2,0,114.6901334805334,7.2,39.3,31.5,49.0,5.0,0.0,2.094861079905105,1.9553584570416127,2.025109768473359,5,0.625,4.105882352941176,1.7184123999990772,9.678461787041526,6189.0,1.0,1.0,0.0,1.0,1.0,44.0,40.0,8.0,598.0,13.6
22.0,77.0,250.0,,,,1,0,0,2,5.324134097887339,1,0,,-11.6,25.1,35.2,129.0,5.0,0.0,1.4206753778834067,1.573316404385848,1.4969958911346275,5,0.625,4.105882352941176,1.7184123999990772,0.0,4457.0,,,,,,,,,,
23.0,72.0,196.0,4.45,38.5,133.0,1,1,0,3,7.653215928892374,3,1,99.96455179214908,23.1,36.8,15.6,5.0,5.0,0.0,-0.2647888771708405,-0.7189359115487427,-0.4918623943597916,7,0.9210526315789472,3.888324873096447,2.0498172482106414,14.119571143012902,5503.0,,,,,,35.0,68.0,8.0,777.0,22.2
21.0,70.0,206.0,4.57,31.0,115.0,1,1,0,3,1.9044975016843968,6,1,94.45662323297891,18.1,35.1,16.9,52.0,4.0,0.0,-0.9389745791925392,-0.2944447419312259,-0.6167096605618827,2,0.2631578947368421,4.434426229508197,1.7860233537478658,32.20752089136491,2872.0,133.0,82.0,7.0,858.0,6.5,9.0,20.0,0.0,67.0,7.4
22.0,71.0,210.0,4.46,31.0,118.0,1,1,0,3,3.1347453458922727,3,1,106.14752089446318,21.2,37.5,15.9,54.0,5.0,0.0,-0.6018817281816898,-0.1246482740842192,-0.3632650011329545,2,0.25,4.434426229508197,1.7860233537478658,25.090783330451323,5783.0,200.0,79.0,19.0,1242.0,6.2,18.0,34.0,1.0,209.0,11.6
21.0,73.0,193.0,4.45,35.0,120.0,1,1,0,3,3.5857271872878287,4,1,98.43448212186108,32.4,47.7,14.6,40.0,4.0,0.0,0.0723039738400089,-0.8462832624339978,-0.3869896442969944,7,0.9333333333333332,3.888324873096447,2.0498172482106414,14.44277108433735,6640.0,,,,,,71.0,44.0,9.0,959.0,13.5
24.0,69.0,188.0,4.42,32.0,118.0,1,1,0,2,3.066522806836738,4,1,98.51418471014152,2.8,26.5,24.4,98.0,5.0,0.0,-1.2760674302033888,-1.058528847242756,-1.1672981387230723,7,0.9210526315789472,3.888324873096447,2.0498172482106414,9.457633661455317,5181.0,5.0,24.0,0.0,51.0,10.2,26.0,48.0,4.0,439.0,16.9
22.0,,,,,,0,1,0,3,,0,0,,8.1,33.3,23.5,73.0,5.0,0.0,,,,7,0.853658536585366,3.888324873096447,2.0498172482106414,8.750500600720864,4994.0,1.0,3.0,0.0,3.0,3.0,33.0,69.0,1.0,434.0,13.2
22.0,72.0,224.0,4.47,38.0,123.0,1,1,0,3,5.978583389974515,4,1,112.21422683106717,6.3,30.4,25.2,55.0,5.0,0.0,-0.2647888771708405,0.4696393633803043,0.1024252431047319,7,0.9333333333333332,3.888324873096447,2.0498172482106414,12.029384756657484,5445.0,6.0,22.0,0.0,28.0,4.7,70.0,43.0,6.0,627.0,9.0
23.0,77.0,250.0,4.84,31.5,120.0,1,1,0,1,3.2137835392844885,6,1,91.11472269721357,,,,,5.0,0.0,1.4206753778834067,1.573316404385848,1.4969958911346275,5,0.6578947368421052,4.105882352941176,1.7184123999990772,,,,,,,,12.0,28.0,0.0,117.0,9.8
22.0,,,,,,0,1,0,3,,0,0,,32.0,41.4,10.3,3.0,5.0,0.0,,,,5,0.625,4.105882352941176,1.7184123999990772,1.2496236073471845,6642.0,,,,,,6.0,28.0,0.0,83.0,13.8
24.0,73.0,189.0,4.43,38.5,122.0,1,1,0,1,5.770849776598532,5,1,98.14696963186977,,,,,5.0,0.0,0.0723039738400089,-1.0160797302810043,-0.4718878782204977,7,0.9333333333333332,3.888324873096447,2.0498172482106414,,,13.0,35.0,0.0,132.0,10.2,48.0,76.0,8.0,923.0,19.2
22.0,71.0,187.0,,,,1,1,0,3,,0,0,,26.0,40.9,15.6,1.0,5.0,0.0,-0.6018817281816898,-1.100977964204508,-0.8514298461930989,7,0.875,3.888324873096447,2.0498172482106414,15.703946470025944,7323.0,1.0,8.0,0.0,8.0,8.0,96.0,46.0,8.0,1142.0,11.9
23.0,78.0,231.0,4.52,37.0,128.0,1,1,0,3,6.501045164823914,4,1,110.68486413588752,6.8,31.1,26.0,4.0,5.0,0.0,1.757768228894256,0.766783182112566,1.262275705503411,7,0.9210526315789472,3.888324873096447,2.0498172482106414,12.579001019367992,4905.0,,,,,,41.0,44.0,2.0,617.0,15.0
22.0,74.0,220.0,4.46,39.5,129.0,1,0,0,1,7.197113032870544,4,1,111.20216474658048,15.4,35.1,19.9,5.0,5.0,0.0,0.4093968248508584,0.2998428955332975,0.354619860192078,7,0.9210526315789472,3.888324873096447,2.0498172482106414,0.0,5106.0,,,,,,,,,,
21.0,70.0,226.0,4.39,36.0,123.0,1,1,0,3,5.395941055780393,6,1,121.69713490886193,20.3,37.7,16.4,10.0,4.0,0.0,-0.9389745791925392,0.5545375973038077,-0.1922184909443658,2,0.2666666666666666,4.434426229508197,1.7860233537478658,34.92744063324538,6064.0,299.0,72.0,21.0,1909.0,6.4,24.0,36.0,5.0,209.0,8.7
21.0,72.0,216.0,,,,1,1,0,3,,0,0,,23.2,39.3,17.7,13.0,4.0,0.0,-0.2647888771708405,0.1300464276862908,-0.0673712247422748,2,0.2631578947368421,4.434426229508197,1.7860233537478658,21.31637995512341,6685.0,187.0,67.0,10.0,1139.0,6.1,25.0,73.0,1.0,286.0,11.4
21.0,71.0,173.0,4.49,34.0,122.0,1,1,0,3,4.399843822925421,3,1,85.13158804117087,18.9,46.6,26.3,35.0,4.0,0.0,-0.6018817281816898,-1.6952656016690313,-1.1485736649253606,7,0.9210526315789472,3.888324873096447,2.0498172482106414,12.806770098730608,7090.0,4.0,17.0,0.0,33.0,8.3,59.0,75.0,8.0,875.0,14.8
21.0,70.0,205.0,4.55,,117.0,1,1,0,3,3.113820997362463,2,0,95.66173869205704,26.0,40.8,16.3,34.0,4.0,0.0,-0.9389745791925392,-0.3368938588929776,-0.6379342190427585,2,0.2439024390243902,4.434426229508197,1.7860233537478658,23.73959862946647,6129.0,226.0,41.0,15.0,1253.0,5.5,24.0,26.0,0.0,202.0,8.4
23.0,71.0,196.0,4.37,36.5,119.0,1,0,0,1,5.427558497643009,3,1,107.48808340197904,-4.1,25.5,31.2,2.0,5.0,0.0,-0.6018817281816898,-0.7189359115487427,-0.6604088198652163,7,0.853658536585366,3.888324873096447,2.0498172482106414,0.0,4534.0,,,,,,,,,,
23.0,73.0,205.0,,,,1,1,0,3,4.73819938247561,1,0,,23.2,39.3,17.7,13.0,5.0,0.0,0.0723039738400089,-0.3368938588929776,-0.1322949425264843,7,0.9210526315789472,3.888324873096447,2.0498172482106414,6.74644727000748,6685.0,2.0,20.0,0.0,16.0,8.0,38.0,31.0,1.0,435.0,11.4
22.0,69.0,171.0,4.48,38.5,131.0,1,1,0,3,7.137692138504665,3,1,84.90124328689541,7.8,41.7,35.0,57.0,5.0,0.0,-1.2760674302033888,-1.7801638355925349,-1.5281156328979617,7,0.9210526315789472,3.888324873096447,2.0498172482106414,15.884532263044148,6478.0,,,,,,94.0,43.0,11.0,1029.0,10.9
21.0,,,,,,0,1,0,3,,0,0,,0.9,24.3,23.6,9.0,4.0,0.0,,,,7,0.9210526315789472,3.888324873096447,2.0498172482106414,13.720392836510689,3462.0,,,,,,33.0,36.0,4.0,475.0,14.4
23.0,79.0,248.0,4.69,33.5,115.0,1,1,0,3,1.820438014931261,3,1,102.51568209046113,13.1,27.6,16.1,82.0,5.0,0.0,2.094861079905105,1.4884181704623447,1.7916396251837252,5,0.6578947368421052,4.105882352941176,1.7184123999990772,6.734145837636851,4841.0,,,,,,32.0,35.0,3.0,326.0,10.2
22.0,71.0,212.0,4.49,31.0,121.0,1,1,0,3,4.793565943493581,6,1,104.32310210825564,-3.9,28.4,32.5,13.0,5.0,0.0,-0.6018817281816898,-0.0397500401607158,-0.3208158841712028,2,0.2666666666666666,4.434426229508197,1.7860233537478658,23.233360723089564,4868.0,229.0,54.0,12.0,1060.0,4.6,11.0,14.0,1.0,71.0,6.5
23.0,74.0,242.0,4.72,35.5,115.0,1,1,0,3,3.757975261643617,6,1,97.51633420841388,9.1,29.1,21.1,70.0,5.0,0.0,0.4093968248508584,1.2337234686918346,0.8215601467713465,5,0.6666666666666666,4.105882352941176,1.7184123999990772,8.999817817453087,5489.0,0.0,2.0,1.0,2.0,0.0,36.0,73.0,7.0,492.0,13.7
,,,,,,0,1,0,1,,0,0,,,,,,,,,,,7,0.853658536585366,3.888324873096447,2.0498172482106414,,,1.0,2.0,0.0,2.0,2.0,48.0,55.0,3.0,542.0,11.3
21.0,73.0,202.0,4.43,37.5,126.0,1,1,0,3,6.406557384371774,3,1,104.89781939490844,33.1,48.9,17.7,3.0,4.0,0.0,0.0723039738400089,-0.4642412097782327,-0.1959686179691118,7,0.9333333333333332,3.888324873096447,2.0498172482106414,14.156697161623269,8526.0,,,,,,88.0,71.0,14.0,1207.0,13.7
23.0,76.0,229.0,4.55,35.5,126.0,1,1,0,3,4.969091090721407,4,1,106.86116175844418,10.4,39.6,29.5,3.0,5.0,0.0,1.0835825268725572,0.6818849481890626,0.88273373753081,7,0.9210526315789472,3.888324873096447,2.0498172482106414,10.466170868855434,5513.0,,,,,,29.0,75.0,2.0,577.0,19.9
22.0,72.0,196.0,4.6,32.5,114.0,1,0,0,2,2.527956926274371,4,1,87.54971573143324,3.7,35.9,33.5,123.0,5.0,0.0,-0.2647888771708405,-0.7189359115487427,-0.4918623943597916,7,0.9333333333333332,3.888324873096447,2.0498172482106414,0.0,5749.0,,,,,,,,,,
23.0,71.0,203.0,4.48,37.5,123.0,1,1,0,3,5.089324580787142,6,1,100.78919524701618,9.6,26.0,15.6,63.0,5.0,0.0,-0.6018817281816898,-0.421792092816481,-0.5118369104990854,7,0.9333333333333332,3.888324873096447,2.0498172482106414,10.51529116045245,4774.0,4.0,5.0,0.0,11.0,2.8,45.0,32.0,5.0,491.0,10.9
21.0,69.0,178.0,,,,1,0,0,1,2.9803952362404247,1,0,,,,,,4.0,0.0,-1.2760674302033888,-1.483020016860273,-1.3795437235318309,7,0.9333333333333332,3.888324873096447,2.0498172482106414,,,,,,,,,,,,
22.0,71.0,193.0,4.39,39.5,136.0,1,1,0,3,6.358490764029109,6,1,103.9271992805768,19.8,43.3,23.9,1.0,5.0,0.0,-0.6018817281816898,-0.8462832624339978,-0.7240824953078437,7,0.9210526315789472,3.888324873096447,2.0498172482106414,18.7122078771041,6119.0,19.0,50.0,1.0,161.0,8.5,70.0,57.0,10.0,984.0,14.1
23.0,76.0,204.0,4.46,30.0,114.0,1,1,0,3,2.226425543041493,3,1,103.1147345831928,-3.9,23.3,27.1,18.0,5.0,0.0,1.0835825268725572,-0.3793429758547293,0.3521197755089139,7,0.853658536585366,3.888324873096447,2.0498172482106414,13.44120819848975,4635.0,1.0,0.0,0.0,-1.0,-1.0,56.0,33.0,4.0,624.0,11.1
22.0,73.0,224.0,4.57,,,1,1,0,3,3.753948700244061,1,0,102.71011458343338,15.8,27.0,13.3,44.0,5.0,0.0,0.0723039738400089,0.4696393633803043,0.2709716686101566,2,0.2439024390243902,4.434426229508197,1.7860233537478658,40.29432375613175,4281.0,240.0,75.0,21.0,1537.0,6.4,22.0,72.0,2.0,188.0,8.5
22.0,74.0,226.0,,,,1,1,0,3,,0,0,,10.6,24.1,15.1,7.0,5.0,0.0,0.4093968248508584,0.5545375973038077,0.481967211077333,2,0.2439024390243902,4.434426229508197,1.7860233537478658,26.39634801288937,3724.0,185.0,63.0,12.0,948.0,5.1,6.0,12.0,0.0,35.0,5.8
23.0,72.0,210.0,4.44,39.5,129.0,1,1,0,2,5.235510306289174,6,1,108.07305044566408,-11.3,22.5,33.7,86.0,5.0,0.0,-0.2647888771708405,-0.1246482740842192,-0.1947185756275298,7,0.9210526315789472,3.888324873096447,2.0498172482106414,17.644084934277046,3956.0,13.0,12.0,0.0,42.0,3.2,50.0,80.0,8.0,656.0,13.1
21.0,71.0,195.0,4.5,29.0,118.0,1,1,0,3,3.1137119994655182,4,1,95.10745313214449,16.2,34.2,17.6,2.0,4.0,0.0,-0.6018817281816898,-0.7613850285104944,-0.6816333783460922,7,0.9210526315789472,3.888324873096447,2.0498172482106414,9.128172788901152,6343.0,1.0,41.0,0.0,41.0,41.0,48.0,53.0,2.0,538.0,11.2
23.0,70.0,214.0,4.51,32.0,117.0,1,0,0,3,2.921542958893685,3,1,103.45169279930268,0.6,24.4,25.8,59.0,5.0,0.0,-0.9389745791925392,0.0451481937627874,-0.4469131927148759,2,0.2666666666666666,4.434426229508197,1.7860233537478658,0.0,4242.0,,,,,,,,,,
23.0,73.0,190.0,4.37,34.5,124.0,1,0,0,3,5.65698269772633,3,1,104.1976318692654,9.5,27.9,17.8,22.0,5.0,0.0,0.0723039738400089,-0.9736306133192528,-0.4506633197396219,7,0.853658536585366,3.888324873096447,2.0498172482106414,0.0,5155.0,,,,,,,,,,
22.0,72.0,221.0,4.53,34.5,122.0,1,1,0,3,4.271565019515143,3,1,104.96136290292812,-0.6,32.3,33.4,56.0,5.0,0.0,-0.2647888771708405,0.3422920124950492,0.0387515676621043,2,0.25,4.434426229508197,1.7860233537478658,20.030035667354984,5327.0,156.0,53.0,5.0,911.0,5.8,22.0,32.0,0.0,156.0,7.1
24.0,68.0,191.0,4.42,33.0,125.0,1,1,0,3,5.06165508586376,3,1,100.0862195725374,23.2,39.3,17.7,13.0,5.0,0.0,-1.6131602812142385,-0.9311814963575012,-1.2721708887858698,2,0.2631578947368421,4.434426229508197,1.7860233537478658,2.842183994016455,6685.0,12.0,57.0,3.0,134.0,11.2,8.0,16.0,0.0,56.0,7.0
21.0,71.0,215.0,,,,1,1,0,3,,0,0,,24.3,43.3,20.2,4.0,4.0,0.0,-0.6018817281816898,0.0875973107245391,-0.2571422087285753,2,0.2631578947368421,4.434426229508197,1.7860233537478658,21.36263736263736,6825.0,216.0,75.0,17.0,1342.0,6.2,16.0,21.0,0.0,116.0,7.3
23.0,,,,,,0,0,0,3,,0,0,,16.3,29.7,13.5,50.0,5.0,0.0,,,,2,0.2631578947368421,4.434426229508197,1.7860233537478658,0.0,2950.0,,,,,,,,,,
22.0,,201.0,4.42,,,1,0,0,2,6.630561689556529,2,0,105.32633578052364,5.7,34.8,29.4,70.0,5.0,0.0,,-0.5066903267399844,-0.5066903267399844,2,0.2631578947368421,4.434426229508197,1.7860233537478658,0.0,4980.0,,,,,,,,,,
