rank,player,position,college,_match_score,_matched_name,_matched_team,def_int,def_int_avg,def_int_td,def_int_yds,def_pd,def_qb_hur,def_sacks,def_solo,def_tfl,def_tot,defensive_td,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,pass_ypa,rec,rec_long,rec_td,rec_yds,rec_ypr,rush_att,rush_long,rush_td,rush_yds,rush_ypc,position_group,combine_invite,height,weight,40_yard,vertical,bench_press,broad_jump,three_cone,shuttle,age,age_estimated,has_passing,has_rushing,has_receiving,has_defensive,has_college_stats,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,position_rank,positions_ahead,draft_class_position_depth,years_in_college,is_underclassman,experience_score,height_z,weight_z,size_score,team_total_yards,dominator_rating,td_int_ratio,yards_per_attempt,completion_pct,dual_threat_score,college_starts_sweet_spot,conference_tier,boards_count,rank_high,rank_low,rank_stddev,rank_range,visit_count,top30_visit_flag,visited_teams,visit_cancelled_flag,stock_direction,senior_bowl_standout,senior_bowl_invite,cfp_participant,injury_dnp_flag,acl_flag,shoulder_flag,spine_flag,has_injury_flag,heisman_flag,major_award_flag,pff_minus_consensus,pff_grade_3yr,pff_waa,trajectory_up_down,intel_link_max,intel_top_team,first_round_mock_rate,drill_missing_40,drill_missing_vertical,drill_missing_broad,positional_value_prior,positional_value_adjusted,is_position_rank_1,position_gap_to_next,position_elite_flag,positional_value_tension,position_historical_round_avg,position_historical_round_std,visit_exclusivity,market_consensus_score,position_scarcity_vs_historical,pff_rank,explosion_index,sack_projection_proxy,consensus_pct_within_position,scouts_grade_primary,scouts_grade_secondary,scouts_grade_proxy,analyst_disagreement_flag,analyst_herding_score,late_consensus_move,betting_implied_prob
147.0,DeMonte Capehart,DL,Clemson,100.0,DeMonte Capehart,Clemson,,,,,2.0,2.0,1.0,12.0,2.5,20.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,77.0,313.0,,,,,,,22.0,1,0,0,0,1,1,0.0,2,0,,9.5,27.5,18.9,57.0,85,84,437,5.0,0.0,50.0,1.467753232339812,1.7938217453830825,1.6307874888614473,,,,,,,,3,,,,,,1,1,CIN,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,1,0.7238454288407162,-6.3613121393963565,,,,0.7727272727272727,,77.27272727272727,77.27272727272727,0,,0,
145.0,Caden Curry,EDGE,Ohio State,100.0,Caden Curry,Ohio State,,,,,2.0,6.0,11.0,36.0,16.5,60.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,75.0,257.0,,,,,,,22.0,1,0,0,0,1,1,,0,0,,30.1,37.6,7.7,20.0,86,85,437,5.0,0.0,50.0,0.5548107218244475,0.4814144477044181,0.5181125847644328,,,,,,,,3,,,,,,0,0,,0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.0,1,1,1,9,0.2013422818791946,0,0,0,0,,,0,0.5513666352497644,,,,,0.7875,,78.75,78.75,0,,0,
151.0,Tim Keenan III,DL,Alabama,100.0,Tim Keenan III,Alabama,,,,,1.0,0.0,2.0,8.0,3.0,13.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,73.0,327.0,,,,,,,22.0,1,0,0,0,1,1,0.0,2,0,,14.8,32.2,16.1,2.0,87,86,437,5.0,0.0,50.0,-0.3581317886909173,2.1219235698027488,0.8818958905559158,,,,,,,,3,,,,,,0,0,,0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.0,1,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.5504241281809613,-6.3613121393963565,,,,0.7575757575757576,,75.75757575757575,75.75757575757575,0,,0,
152.0,Hezekiah Masses,CB,California,100.0,Hezekiah Masses,California,5.0,18.2,0.0,91.0,12.0,0.0,0.0,28.0,1.0,43.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,73.0,179.0,4.46,31.5,,119.0,,,22.0,1,0,0,0,1,1,4.70812709962053,3,1,90.47812495289956,-3.2,25.6,27.9,79.0,88,87,437,5.0,0.0,50.0,-0.3581317886909173,-1.34658143120515,-0.8523566099480336,,,,,,,,3,,,,,,2,1,"MIA,MIN",1,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.7210179076343073,-12.273501994074577,,0.427809056054532,0.0,0.759493670886076,,75.9493670886076,75.9493670886076,0,,0,
150.0,Isaiah World,OT,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,25.9,38.7,13.5,6.0,17,16,62,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,3,1,"LAC,LAR,MIA",0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,,1.0,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.8916116870876531,-16.420433326518232,,,,0.7377049180327868,,73.77049180327869,73.77049180327869,0,,0,
138.0,Taylen Green,QB,Arkansas,100.0,Taylen Green,Arkansas,,,,,,,,,,,,326.0,198.0,0.607,11.0,19.0,2714.0,8.3,,,,,,138.0,64.0,8.0,779.0,5.6,QB,1,,227.0,4.36,43.5,,134.0,,,22.0,1,1,1,0,0,1,10.0,3,1,125.6347835248434,5.1,35.8,31.4,8.0,7,6,37,5.0,0.0,50.0,,0.9644554792721244,0.9644554792721244,,,1.7272727272727273,8.325153374233128,60.73619631901841,429.5,0.0,3,,,,,,1,1,DAL,0,0,1,1,0,1,0,0,0,1,0,0,,,,,0,,1.0,0,0,0,10,2.127659574468085,0,0,0,0,3.788732394366197,2.2735465872743936,0,0.8906691800188502,-11.776765859603485,,,,0.8333333333333334,,83.33333333333334,83.33333333333334,0,,0,
148.0,Bryce Boettcher,LB,Oregon,100.0,Bryce Boettcher,Oregon,1.0,31.0,0.0,31.0,3.0,2.0,1.0,39.0,4.0,100.0,0.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,DEF,1,73.0,233.0,,,,,,,22.0,1,0,1,0,1,1,,0,0,,25.9,38.7,13.5,6.0,89,88,437,5.0,0.0,50.0,-0.3581317886909173,-0.0810458227292951,-0.2195888057101062,,,,,,,,3,,,,,,1,1,DEN,0,0,1,1,1,1,0,0,0,1,0,0,,,,,0,,0.5,1,1,1,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,1,0.7181903864278982,-6.086976429335179,,,,0.7678571428571428,,76.78571428571428,76.78571428571428,0,,0,
159.0,Taurean York,LB,Texas A&M,100.0,Taurean York,Texas A&M,,,,,2.0,5.0,1.0,31.0,6.0,67.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,71.0,226.0,,,4.48,,,,21.0,1,0,0,0,1,1,0.0,2,0,,20.7,38.0,16.4,18.0,90,89,437,4.0,0.0,40.0,-1.271074299206282,-0.2450967349391281,-0.7580855170727051,,,,,,,,3,,,,,,1,1,DET,0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.5,1,1,1,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,1,0.7172478793590952,-6.086976429335179,,,,0.75,,75.0,75.0,0,,0,
146.0,Max Llewellyn,EDGE,Iowa,100.0,Max Llewellyn,Iowa,,,,,5.0,7.0,6.0,13.0,9.0,23.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,78.0,258.0,,,,,,,22.0,1,0,0,0,1,1,0.0,2,0,,19.7,32.1,14.2,16.0,91,90,437,5.0,0.0,50.0,1.9242244875974943,0.5048502923058229,1.2145373899516585,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.0,1,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.5447690857681433,,,,,0.775,,77.5,77.5,0,,0,
144.0,Beau Stephens,IOL,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,1,77.5,315.0,5.35,28.0,,102.0,,,22.0,1,0,0,0,0,0,0.0,3,1,76.89983737439056,19.7,32.1,14.2,16.0,92,91,437,5.0,0.0,50.0,1.6959888599686532,1.840693434585892,1.7683411472772723,,,,,,,,3,,,,,,2,1,"BAL,DAL",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,0,0,3,0.0671140939597315,0,0,0,0,,,1,0.7153628652214892,,,0.0252843144267219,,0.8734177215189873,,87.34177215189874,87.34177215189874,0,,0,
163.0,Joe Royer,TE,Cincinnati,100.0,Joe Royer,Cincinnati,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,29.0,73.0,4.0,416.0,14.3,,,,,,SKILL,1,77.0,247.0,,,,,,,22.0,1,0,0,1,1,1,,0,0,,4.5,30.2,26.4,58.0,36,35,192,5.0,0.0,50.0,1.4206753778834067,1.445969053500593,1.4333222156919998,5299.0,7.850537837327797,,,,,,3,,,,,,2,1,"CIN,CLE",0,0,0,0,0,1,0,0,0,1,0,0,,,,-1.0,0,,0.5,1,1,1,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,0,0.7144203581526861,-9.09437144246762,,,,0.8048780487804879,,80.48780487804879,80.48780487804879,0,,0,
149.0,Jack Endries,TE,Texas,100.0,Jack Endries,Texas,,,,,,,,,,,,,,,,,,,28.0,54.0,2.0,311.0,11.1,,,,,,SKILL,1,,245.0,,,,,,,21.0,1,0,0,1,0,1,0.0,2,0,,16.2,32.9,17.9,9.0,37,36,192,4.0,0.0,40.0,,1.3610708195770895,1.3610708195770895,5053.0,6.154759548782901,,,,,,3,,,,,,1,1,PHI,1,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,1,0.7134778510838832,-9.09437144246762,,,,0.7804878048780488,,78.04878048780488,78.04878048780488,0,,0,
153.0,Josh Cameron,WR,Baylor,100.0,Josh Cameron,Baylor,,,,,,,,,,,,,,,,,,,69.0,48.0,9.0,872.0,12.6,,,,,,SKILL,1,73.5,220.0,,,,,,,22.0,1,0,0,1,0,1,,0,0,,1.4,32.8,33.3,49.0,38,37,192,5.0,0.0,50.0,0.2408503993454336,0.2998428955332975,0.2703466474393656,5414.0,16.10639083856668,,,,,,3,,,,,,1,1,ATL,0,0,0,0,0,1,0,0,0,1,0,0,,,,1.0,0,,0.5,1,1,1,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.7125353440150801,-23.153510187736227,,,,0.7959183673469388,,79.59183673469387,79.59183673469387,0,,0,
156.0,Aiden Fisher,LB,Indiana,100.0,Aiden Fisher,Indiana,2.0,13.5,1.0,27.0,0.0,5.0,2.5,35.0,7.0,75.0,1.0,,,,,,,,,,,,,,,,,,DEF,1,73.0,232.0,,,,,,,22.0,1,0,0,0,1,1,,0,0,,32.4,40.8,9.9,10.0,93,92,437,5.0,0.0,50.0,-0.3581317886909173,-0.1044816673306998,-0.2313067280108085,,,,,,,,3,,,,,,0,0,,0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.0,1,1,1,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,0,0.5400565504241281,-6.086976429335179,,,,0.7321428571428572,,73.21428571428572,73.21428571428572,0,,0,
137.0,Travis Burke,OT,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL,1,80.75,325.0,5.17,27.0,,107.0,,,22.0,1,0,0,0,0,0,3.9087113032341576,3,1,90.98110019636448,7.6,34.3,28.3,102.0,18,17,62,5.0,0.0,50.0,2.655777244103419,0.8651101449213937,1.7604436945124062,,,,,,,,2,,,,,,3,1,"BAL,BUF,SF",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.7106503298774741,-16.420433326518232,,,,0.7213114754098361,,72.1311475409836,72.1311475409836,0,,0,
157.0,Jadon Canady,CB,Oregon,100.0,Jadon Canady,Oregon,2.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,,181.0,,,,,,,22.0,1,0,0,0,1,1,,0,0,,25.9,38.7,13.5,6.0,94,93,437,5.0,0.0,50.0,,-1.2997097420023405,-1.2997097420023405,,,,,,,,3,,,,,,1,1,DET,0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.5,1,1,1,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,1,0.7097078228086711,-12.273501994074577,,,,0.7468354430379747,,74.68354430379746,74.68354430379746,0,,0,
160.0,Charles Demmings,CB,Stephen F. Austin,100.0,Charles Demmings,Stephen F. Austin,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,73.0,193.0,4.41,42.0,,132.0,,,22.0,1,0,0,0,1,1,8.495709894620505,3,1,102.05468505588796,,,,,95,94,437,5.0,0.0,50.0,-0.3581317886909173,-1.018479606785484,-0.6883056977382006,,,,,,,,1,,,,,,1,1,IND,1,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.7087653157398681,-12.273501994074577,,0.9231235588434644,0.0,0.7341772151898734,,73.41772151898735,73.41772151898735,0,,0,
165.0,Nick Barrett,DL,South Carolina,100.0,Nick Barrett,South Carolina,,,,,1.0,1.0,2.0,27.0,6.0,42.0,1.0,,,,,,,,,,,,,,,,,,DEF,1,75.0,312.0,,,4.91,,,,22.0,1,0,0,0,1,1,0.0,4,1,,5.9,24.6,20.2,13.0,96,95,437,5.0,0.0,50.0,0.5548107218244475,1.7703859007816778,1.162598311303063,,,,,,,,3,,,,,,1,1,DEN,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.7078228086710651,-6.3613121393963565,,,,0.7424242424242424,,74.24242424242425,74.24242424242425,0,,0,
155.0,Jimmy Rolder,LB,Michigan,100.0,Jimmy Rolder,Michigan,1.0,2.0,0.0,2.0,1.0,2.0,2.0,43.0,7.0,69.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,,238.0,,,4.26,,,,22.0,1,0,0,0,1,1,0.0,3,1,,12.4,30.9,17.0,24.0,97,96,437,5.0,0.0,50.0,,0.0361334002777284,0.0361334002777284,,,,,,,,3,,,,,,2,1,"CHI,CIN",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,1.0,1,1,0,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,0,0.8784165881244108,-6.086976429335179,,,,0.7142857142857143,,71.42857142857143,71.42857142857143,0,,0,
164.0,Keagen Trost,IOL,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,1,,311.0,,31.0,,,,,22.0,1,0,0,0,0,0,2.618536044176808,1,0,,14.4,31.2,15.4,32.0,98,97,437,5.0,0.0,50.0,,1.746950056180273,1.746950056180273,,,,,,,,3,,,,,,1,1,DEN,1,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,1,3,0.0671140939597315,0,0,0,0,,,1,0.7059377945334591,,,0.1396895787139689,,0.8607594936708861,,86.07594936708861,86.07594936708861,0,,0,
154.0,Michael Taaffe,S,Texas,100.0,Michael Taaffe,Texas,2.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,1.0,70.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,72.0,190.0,4.5,,,,,,22.0,1,0,0,0,1,1,6.3900498768311,1,0,92.66880048773052,16.2,32.9,17.9,9.0,99,98,437,5.0,0.0,50.0,-0.8146030439485996,-1.088787140589698,-0.9516950922691488,,,,,,,,3,,,,,,2,1,"CHI,SF",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,1,1,4,0.0894854586129753,0,0,0,0,4.557692307692308,1.8933678007611927,0,0.704995287464656,-5.27476736280448,,0.6645021645021645,0.6645021645021645,0.803921568627451,,80.3921568627451,80.3921568627451,0,,0,
169.0,Demond Claiborne,RB,Wake Forest,100.0,Demond Claiborne,Wake Forest,,,,,,,,,,,,,,,,,,,28.0,21.0,0.0,140.0,5.0,179.0,85.0,10.0,905.0,5.1,SKILL,1,,188.0,,,,,,,22.0,1,0,1,1,0,1,0.0,1,0,,5.7,26.6,20.9,77.0,39,38,192,5.0,0.0,50.0,,-1.058528847242756,-1.058528847242756,5120.0,20.41015625,,,,,,3,,,,,,3,1,"KC,LAC,MIN",0,0,0,0,0,1,0,0,0,1,0,0,,,,-1.0,0,,0.5,1,0,1,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.704052780395853,-10.41694871413028,,,,0.86,,86.0,86.0,0,,0,
158.0,Jeff Caldwell,WR,Cincinnati,100.0,Jeff Caldwell,Cincinnati,,,,,,,,,,,,,,,,,,,32.0,40.0,6.0,478.0,14.9,,,,,,SKILL,1,,216.0,,,,,,,22.0,1,0,0,1,0,1,0.0,2,0,,4.5,30.2,26.4,58.0,40,39,192,5.0,0.0,50.0,,0.1300464276862908,0.1300464276862908,5299.0,9.020569918852614,,,,,,3,,,,,,1,1,PIT,0,1,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.70311027332705,-23.153510187736227,,,,0.7857142857142857,,78.57142857142857,78.57142857142857,0,,1,
162.0,Drew Shelton,OT,Penn State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL,1,,313.0,5.16,31.0,,112.0,,,22.0,1,0,0,0,0,0,5.831092048250849,3,1,88.30301386327119,18.1,35.1,18.8,22.0,19,18,62,5.0,0.0,50.0,,-0.1345726892099971,-0.1345726892099971,,,,,,,,3,,,,,,1,1,DAL,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,1,0.702167766258247,-16.420433326518232,,,,0.7049180327868853,,70.49180327868852,70.49180327868852,0,,0,
167.0,Jakobe Thomas,S,Miami (FL),100.0,Jakobe Thomas,Miami,4.0,17.5,1.0,70.0,4.0,0.0,3.0,30.0,3.5,48.0,1.0,,,,,,,,,,,,,,,,,,DEF,1,,211.0,,,,,,,22.0,1,0,0,0,1,1,,0,0,,20.7,34.2,14.3,7.0,100,99,437,5.0,0.0,50.0,,-0.596634403960199,-0.596634403960199,,,,,,,,3,,,,,,1,1,BUF,1,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,1.0,1,1,1,4,0.0894854586129753,0,0,0,0,4.557692307692308,1.8933678007611927,0,0.8727615457115928,-5.27476736280448,,,,0.7843137254901961,,78.43137254901961,78.43137254901961,0,,0,
161.0,J.C. Davis,OT,Illinois,85.5,Knowledge Davis,Eastern Illinois,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,OL,1,76.375,322.0,5.16,30.5,,99.0,,,22.0,1,0,0,0,1,1,3.614680068009988,3,1,90.84207815965917,12.9,33.3,21.7,23.0,20,19,62,5.0,0.0,50.0,-0.314022814499397,0.615189436388546,0.1505833109445744,,,,,,,,3,,,,,,1,1,NYG,1,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,1,0.700282752120641,-16.420433326518232,,,,0.6885245901639344,,68.85245901639344,68.85245901639344,0,,0,
166.0,Jeremiah Wright,IOL,Auburn,100.0,Jeremiah Wright,Auburn,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,DEF,1,,306.0,,,,,,,22.0,1,0,0,1,0,1,,0,0,,11.6,28.3,17.4,15.0,101,100,437,5.0,0.0,50.0,,1.6297708331732494,1.6297708331732494,,,,,,,,3,,,,,,2,1,"CIN,DEN",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,1.0,1,1,1,3,0.0671140939597315,0,0,0,0,,,0,0.8708765315739867,,,,,0.8481012658227848,,84.81012658227847,84.81012658227847,0,,0,
173.0,Jager Burton,IOL,Kentucky,100.0,Jager Burton,Kentucky,,,,,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,,312.0,4.94,28.0,,111.0,,,22.0,1,0,0,0,1,1,1.4033928642203426,3,1,104.77961394698666,1.8,25.5,23.7,11.0,102,101,437,5.0,0.0,50.0,,1.7703859007816778,1.7703859007816778,,,,,,,,3,,,,,,1,1,CHI,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.6983977379830348,,,0.0928028174290959,0.0,0.8354430379746836,,83.54430379746836,83.54430379746836,0,,0,
178.0,Parker Brailsford,IOL,Alabama,100.0,Parker Brailsford,Alabama,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,2.0,,,,,,DEF,1,,289.0,4.95,32.5,27.0,118.0,,4.72,21.0,1,0,0,1,0,1,3.636944951193472,5,1,96.27356249376882,14.8,32.2,16.1,2.0,103,102,437,4.0,0.0,40.0,,1.231361474949369,1.231361474949369,,,,,,,,3,,,,,,2,1,"JAX,NYJ",1,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.5,0,0,0,3,0.0671140939597315,0,0,0,0,,,1,0.6974552309142318,,,0.2184097919739147,,0.8227848101265822,,82.27848101265822,82.27848101265822,0,,0,
179.0,TJ Hall,CB,Iowa,100.0,TJ Hall,Iowa,1.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,39.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,73.0,189.0,4.59,36.0,,,7.19,4.19,22.0,1,0,0,0,1,1,5.815100943120287,4,1,85.16105984771161,19.7,32.1,14.2,16.0,104,103,437,5.0,0.0,50.0,-0.3581317886909173,-1.1122229851911027,-0.73517738694101,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.0,0,0,1,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.5249764373232798,-12.273501994074577,,0.5299598775208532,0.0,0.7215189873417722,,72.15189873417722,72.15189873417722,0,,0,
168.0,Marlin Klein,TE,Michigan,100.0,Marlin Klein,Michigan,,,,,,,,,,,,,,,,,,,20.0,27.0,1.0,209.0,10.5,,,,,,SKILL,1,78.0,248.0,,,,,,,22.0,1,0,0,1,0,1,0.0,3,1,,12.4,30.9,17.0,24.0,41,40,192,5.0,0.0,50.0,1.757768228894256,1.4884181704623447,1.6230931996783005,5173.0,4.040208776338681,,,,,,3,,,,,,1,1,PHI,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,0,0.6955702167766258,-9.09437144246762,,,,0.7560975609756098,,75.60975609756098,75.60975609756098,0,,0,
174.0,Cade Klubnik,QB,Clemson,100.0,Cade Klubnik,Clemson,,,,,,,,,,,,353.0,235.0,0.666,6.0,16.0,2750.0,7.8,,,,,,74.0,13.0,4.0,107.0,1.4,QB,1,74.0,207.0,,,,,,,22.0,1,1,1,0,0,1,,0,0,,9.5,27.5,18.9,57.0,8,7,37,5.0,0.0,50.0,-0.2941975823379641,-1.1637650178957823,-0.7289813001168732,,,2.6666666666666665,7.790368271954674,66.57223796033995,73.5,0.0,3,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,,-1.0,0,,0.0,1,1,1,10,2.127659574468085,0,0,0,0,3.788732394366197,2.2735465872743936,0,0.5230914231856738,-11.776765859603485,,,,0.8055555555555556,,80.55555555555556,80.55555555555556,0,,0,
181.0,Matt Gulbin,IOL,Michigan State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,1,,305.0,,,,,,,22.0,1,0,0,0,0,0,,0,0,,-3.4,26.6,28.7,25.0,105,104,437,5.0,0.0,50.0,,1.6063349885718448,1.6063349885718448,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.0,1,1,1,3,0.0671140939597315,0,0,0,0,,,0,0.5221489161168708,,,,,0.810126582278481,,81.0126582278481,81.0126582278481,0,,0,
172.0,Jack Kelly,LB,BYU,100.0,Jack Kelly,BYU,,,,,1.0,7.0,10.0,40.0,13.5,52.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,74.0,240.0,,,4.19,,,,22.0,1,0,0,0,1,1,0.0,4,1,,15.9,33.9,18.8,29.0,106,105,437,5.0,0.0,50.0,0.098339466566765,0.0830050894805379,0.0906722780236514,,,,,,,,3,,,,,,2,1,"CLE,DEN",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,1.0,1,0,0,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,0,0.8642789820923656,-6.086976429335179,,,,0.6964285714285714,,69.64285714285714,69.64285714285714,0,,0,
,Diego Pounds,OT,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL,1,78.0,325.0,5.15,30.0,,112.0,7.9,,,0,0,0,0,0,0,4.965881960316722,4,1,92.40265298323162,4.1,31.6,29.0,21.0,21,20,62,,,,0.7890457786959345,0.8651101449213937,0.8270779618086641,,,,,,,,1,,,,,,0,0,,0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.0,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.5202639019792648,-16.420433326518232,,,,0.6721311475409837,,67.21311475409837,67.21311475409837,0,,0,
171.0,Adam Randall,RB,Clemson,100.0,Adam Randall,Clemson,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,31.0,35.0,3.0,246.0,7.9,157.0,46.0,9.0,779.0,5.0,SKILL,1,,232.0,,,4.53,,,,22.0,1,0,1,1,1,1,0.0,3,1,,9.5,27.5,18.9,57.0,42,41,192,5.0,0.0,50.0,,0.8092322990743177,0.8092322990743177,5099.0,20.101980780545205,,,,,,3,,,,,,2,1,"DEN,IND",0,0,1,1,0,1,0,0,0,1,0,0,,,,1.0,0,,1.0,1,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.8623939679547596,-10.41694871413028,,,,0.84,,84.0,84.0,0,,0,
170.0,Nate Boerkircher,TE,Texas A&M,100.0,Nate Boerkircher,Texas A&M,,,,,,,,,,,,,,,,,,,18.0,28.0,3.0,171.0,9.5,3.0,3.0,1.0,5.0,1.7,SKILL,1,,245.0,,,4.4,,,,22.0,1,0,1,1,0,1,0.0,1,0,,20.7,38.0,16.4,18.0,43,42,192,5.0,0.0,50.0,,1.3610708195770895,1.3610708195770895,5783.0,3.043403077987204,,,,,,3,,,,,,1,1,CIN,1,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,1.0,1,1,1,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,0,0.8614514608859566,-9.09437144246762,,,,0.7317073170731707,,73.17073170731707,73.17073170731707,0,,0,
