rank,player,position,college,_match_score,_matched_name,_matched_team,def_int,def_int_avg,def_int_td,def_int_yds,def_pd,def_qb_hur,def_sacks,def_solo,def_tfl,def_tot,defensive_td,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,pass_ypa,rec,rec_long,rec_td,rec_yds,rec_ypr,rush_att,rush_long,rush_td,rush_yds,rush_ypc,position_group,combine_invite,height,weight,40_yard,vertical,bench_press,broad_jump,three_cone,shuttle,age,age_estimated,has_passing,has_rushing,has_receiving,has_defensive,has_college_stats,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,position_rank,positions_ahead,draft_class_position_depth,years_in_college,is_underclassman,experience_score,height_z,weight_z,size_score,team_total_yards,dominator_rating,td_int_ratio,yards_per_attempt,completion_pct,dual_threat_score,college_starts_sweet_spot,conference_tier,boards_count,rank_high,rank_low,rank_stddev,rank_range,visit_count,top30_visit_flag,visited_teams,visit_cancelled_flag,stock_direction,senior_bowl_standout,senior_bowl_invite,cfp_participant,injury_dnp_flag,acl_flag,shoulder_flag,spine_flag,has_injury_flag,heisman_flag,major_award_flag,pff_minus_consensus,pff_grade_3yr,pff_waa,trajectory_up_down,intel_link_max,intel_top_team,first_round_mock_rate,drill_missing_40,drill_missing_vertical,drill_missing_broad,positional_value_prior,positional_value_adjusted,is_position_rank_1,position_gap_to_next,position_elite_flag,positional_value_tension,position_historical_round_avg,position_historical_round_std,visit_exclusivity,market_consensus_score,position_scarcity_vs_historical,pff_rank,explosion_index,sack_projection_proxy,consensus_pct_within_position,scouts_grade_primary,scouts_grade_secondary,scouts_grade_proxy,analyst_disagreement_flag,analyst_herding_score,late_consensus_move,betting_implied_prob
,Athan Kaliakmanis,QB,Rutgers,100.0,Athan Kaliakmanis,Rutgers,,,,,,,,,,,,368.0,229.0,0.622,7.0,20.0,3124.0,8.5,,,,,,96.0,15.0,4.0,-26.0,-0.3,QB,0,,,,,,,,,22.0,1,1,1,0,0,1,,0,0,,1.0,31.6,30.7,26.0,17,16,37,5.0,0.0,50.0,,,,,,2.857142857142857,8.48913043478261,62.22826086956522,7.0,0.0,3,,,,,,1,1,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0,,0.5,0,0,0,10,2.127659574468085,0,0,0,0,3.788732394366197,2.2735465872743936,0,0.5240339302544769,-11.776765859603485,,,,0.5555555555555556,,55.55555555555556,55.55555555555556,0,,0,
,Marvin Jones Jr.,EDGE,Oklahoma,100.0,Marvin Jones Jr.,Oklahoma,,,,,1.0,2.0,1.0,9.0,4.0,19.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,77.0,245.0,,,,,,,22.0,1,0,0,0,1,1,0.0,1,0,,18.3,30.1,12.9,14.0,208,207,437,5.0,0.0,50.0,1.467753232339812,0.2001843124875615,0.8339687724136868,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.0,1,0,1,9,0.2013422818791946,0,0,0,0,,,0,0.3515551366635249,,,,,0.5,,50.0,50.0,0,,0,
,Ethan Onianwa,OT,Ohio State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,30.1,37.6,7.7,20.0,34,33,62,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,2,1,"GB,HOU",0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.5,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,1,0.5221489161168708,-16.420433326518232,,,,0.4590163934426229,,45.90163934426229,45.90163934426229,0,,0,
,Khalil Dinkins,TE,Penn State,100.0,Khalil Dinkins,Penn State,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,14.0,40.0,2.0,167.0,11.9,,,,,,SKILL,1,,251.0,,,4.33,,,,22.0,1,0,0,1,1,1,0.0,4,1,,18.1,35.1,18.8,22.0,98,97,192,5.0,0.0,50.0,,1.6157655213475997,1.6157655213475997,4706.0,3.548661283467913,,,,,,3,,,,,,1,1,PIT,0,0,0,0,0,1,0,0,0,1,0,0,,,,1.0,0,,0.5,1,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,0,0.5212064090480678,-9.09437144246762,,,,0.3658536585365853,,36.58536585365854,36.58536585365854,0,,0,
,Miles Scott,S,Illinois,100.0,Miles Scott,Illinois,3.0,11.0,0.0,33.0,4.0,0.0,1.0,47.0,4.0,59.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,12.9,33.3,21.7,23.0,209,208,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,4,0.0894854586129753,0,0,0,0,4.557692307692308,1.8933678007611927,0,0.3487276154571159,-5.27476736280448,,,,0.5098039215686274,,50.98039215686274,50.98039215686274,0,,0,
,Mark Gronowski,QB,Iowa,100.0,Mark Gronowski,Iowa,,,,,,,,,,,,240.0,150.0,0.625,6.0,8.0,1529.0,6.4,1.0,5.0,1.0,5.0,5.0,120.0,67.0,15.0,491.0,4.1,QB,0,,,,,,,,,22.0,1,1,1,1,0,1,,0,0,,19.7,32.1,14.2,16.0,18,17,37,5.0,0.0,50.0,,,,,,1.3333333333333333,6.370833333333334,62.5,320.5,0.0,3,,,,,,1,1,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.5,0,0,0,10,2.127659574468085,0,0,0,0,3.788732394366197,2.2735465872743936,1,0.5193213949104618,-11.776765859603485,,,,0.5277777777777778,,52.77777777777778,52.77777777777778,0,,0,
,Skyler Thomas,S,Oregon State,100.0,Skyler Thomas,Oregon State,1.0,0.0,0.0,0.0,4.0,2.0,0.0,42.0,0.0,78.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,-15.9,17.0,30.8,64.0,210,209,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,1,1,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,4,0.0894854586129753,0,0,0,0,4.557692307692308,1.8933678007611927,0,0.3468426013195099,-5.27476736280448,,,,0.4901960784313726,,49.01960784313726,49.01960784313726,0,,0,
,Aaron Hall,DL,Duke,100.0,Aaron Hall,Duke,,,,,0.0,4.0,2.5,15.0,10.0,39.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,6.6,34.8,29.2,72.0,211,210,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.3459000942507068,-6.3613121393963565,,,,0.4393939393939394,,43.939393939393945,43.939393939393945,0,,0,
,Dominic Zvada,K,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,12.4,30.9,17.0,24.0,212,211,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,1,0.0223713646532438,0,0,0,0,5.384615384615385,1.12089707663561,0,0.3449575871819038,-4.915960401250876,,,,0.8333333333333334,,83.33333333333334,83.33333333333334,0,,0,
,Romello Brinson,WR,SMU,100.0,Romello Brinson,SMU,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,75.0,3.0,638.0,14.8,1.0,4.0,0.0,4.0,4.0,SKILL,0,,,,,,,,,22.0,1,1,1,1,0,1,,0,0,,13.4,34.2,19.5,61.0,99,98,192,5.0,0.0,50.0,,,,5421.0,11.84283342556724,,,,,,3,,,,,,1,1,DAL,1,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0,,0.5,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,1,0.5155513666352497,-23.153510187736227,,,,0.5204081632653061,,52.04081632653062,52.04081632653062,0,,0,
,Curtis Allen,RB,Virginia Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKILL,0,,,,,,,,,,0,0,0,0,0,0,,0,0,,11.1,28.8,18.1,76.0,100,99,192,,,,,,,5867.0,0.0,,,,,,1,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.3430725730442978,-10.41694871413028,,,,0.52,,52.0,52.0,0,,0,
,Chris Adams,IOL,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,1,77.0,311.0,,,,,,,22.0,1,0,0,0,0,0,,0,0,,7.6,34.3,28.3,102.0,213,212,437,5.0,0.0,50.0,1.467753232339812,1.746950056180273,1.6073516442600426,,,,,,,,2,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.0,1,1,1,3,0.0671140939597315,0,0,0,0,,,0,0.3421300659754948,,,,,0.6075949367088608,,60.75949367088608,60.75949367088608,0,,0,
,Terion Stewart,RB,Virginia Tech,100.0,Terion Stewart,Virginia Tech,,,,,,,,,,,,,,,,,,,4.0,8.0,0.0,19.0,4.8,82.0,85.0,0.0,469.0,5.7,SKILL,0,,,,,,,,,22.0,1,0,1,1,0,1,,0,0,,-10.1,21.4,30.8,37.0,101,100,192,5.0,0.0,50.0,,,,4194.0,11.635670004768716,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.3411875589066918,-10.41694871413028,,,,0.5,,50.0,50.0,0,,0,
,Lance Mason,TE,Wisconsin,100.0,Lance Mason,Wisconsin,,,,,,,,,,,,,,,,,,,30.0,45.0,4.0,398.0,13.3,1.0,7.0,0.0,7.0,7.0,SKILL,0,,,,,,,,,22.0,1,0,1,1,0,1,,0,0,,-4.4,17.4,20.9,1.0,102,101,192,5.0,0.0,50.0,,,,3057.0,13.24828263002944,,,,,,3,,,,,,1,1,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.5,0,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,1,0.5117813383600377,-9.09437144246762,,,,0.3414634146341463,,34.14634146341463,34.14634146341463,0,,0,
,David Blay,DL,Miami (FL),100.0,David Blay,Miami,,,,,1.0,1.0,0.0,9.0,2.5,25.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,20.7,34.2,14.3,7.0,214,213,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.3393025447690858,-6.3613121393963565,,,,0.4242424242424242,,42.42424242424242,42.42424242424242,0,,0,
,Eric O'Neill,EDGE,Rutgers,100.0,Eric O'Neill,Rutgers,,,,,1.0,10.0,2.5,16.0,10.0,37.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,1.0,31.6,30.7,26.0,215,214,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.3383600377002828,,,,,0.4875,,48.75000000000001,48.75000000000001,0,,0,
,Jack Strand,QB,Minnesota State-Moorhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QB,0,,,,,,,,,,0,0,0,0,0,0,,0,0,,1.5,23.8,20.8,40.0,19,18,37,,,,,,,,,,,,0.0,0.0,1,,,,,,1,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.5,0,0,0,10,2.127659574468085,0,0,0,0,3.788732394366197,2.2735465872743936,1,0.5089538171536286,-11.776765859603485,,,,0.5,,50.0,50.0,0,,0,
,Jeffrey M'ba,DL,SMU,91.66666666666666,Jeffrey M'Ba,SMU,,,,,0.0,0.0,5.5,16.0,7.5,42.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,13.4,34.2,19.5,61.0,216,215,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.3364750235626767,-6.3613121393963565,,,,0.409090909090909,,40.90909090909091,40.90909090909091,0,,0,
,Jaren Kanak,TE,Oklahoma,100.0,Jaren Kanak,Oklahoma,,,,,0.0,0.0,0.0,2.0,0.0,4.0,0.0,,,,,,,,40.0,48.0,0.0,511.0,12.8,,,,,,SKILL,1,74.0,234.0,,,,,,,22.0,1,0,0,1,1,1,0.0,2,0,,18.3,30.1,12.9,14.0,103,102,192,5.0,0.0,50.0,0.4093968248508584,0.8941305329978211,0.6517636789243397,4609.0,11.087003688435669,,,,,,3,,,,,,1,1,CHI,0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,1,0.5070688030160226,-9.09437144246762,,,,0.3170731707317072,,31.707317073170728,31.707317073170728,0,,0,
,Tomas Rimac,IOL,Virginia Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,-10.1,21.4,30.8,37.0,217,216,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.3345900094250707,,,,,0.5949367088607596,,59.493670886075954,59.493670886075954,0,,0,
,Bryce Foster,IOL,Kansas,100.0,Bryce Foster,Kansas,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,4.1,30.9,28.5,39.0,218,217,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.3336475023562676,,,,,0.5822784810126582,,58.22784810126582,58.22784810126582,0,,0,
,Dane Key,WR,Nebraska,100.0,Dane Key,Nebraska,,,,,,,,,,,,,,,,,,,35.0,40.0,5.0,424.0,12.1,,,,,,SKILL,0,,,,,,,,,22.0,1,0,0,1,0,1,,0,0,,6.2,28.8,22.7,42.0,104,103,192,5.0,0.0,50.0,,,,4842.0,8.75671210243701,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.3327049952874646,-23.153510187736227,,,,0.5102040816326531,,51.02040816326531,51.02040816326531,0,,0,
,Luke Basso,LS,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,25.9,38.7,13.5,6.0,219,218,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,1,0.0223713646532438,0,0,0,0,6.25,0.5,0,0.3317624882186616,-9.81495457622364,,,,1.0,,100.0,100.0,0,,0,
,Beau Gardner,LS,Georgia,100.0,Beau Gardner,Georgia,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,24.1,37.0,14.8,17.0,220,219,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,1,0.0223713646532438,0,0,0,0,6.25,0.5,0,0.3308199811498586,-9.81495457622364,,,,0.8333333333333334,,83.33333333333334,83.33333333333334,0,,0,
,Will Ferrin,K,BYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,15.9,33.9,18.8,29.0,221,220,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,1,0.0223713646532438,0,0,0,0,5.384615384615385,1.12089707663561,0,0.3298774740810555,-4.915960401250876,,,,0.6666666666666667,,66.66666666666667,66.66666666666667,0,,0,
,Josh Thompson,IOL,LSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,10.3,25.8,16.1,12.0,222,221,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.3289349670122525,,,,,0.5696202531645569,,56.96202531645569,56.96202531645569,0,,0,
,Max Tomzcak,WR,Youngstown State,90.9090909090909,Max Tomczak,Youngstown State,,,,,,,,,,,,,,,,,,,70.0,40.0,8.0,1021.0,14.6,1.0,7.0,0.0,7.0,7.0,SKILL,0,,,,,,,,,22.0,1,0,1,1,0,1,,0,0,,30.1,37.6,7.7,62.0,105,104,192,5.0,0.0,50.0,,,,5004.0,20.543565147881697,,,,,,1,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.3279924599434495,-23.153510187736227,,,,0.5,,50.0,50.0,0,,0,
,Miller Moss,QB,Louisville,100.0,Miller Moss,Louisville,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,356.0,228.0,0.64,7.0,14.0,2526.0,7.1,2.0,19.0,0.0,15.0,7.5,47.0,13.0,9.0,-58.0,-1.2,QB,0,,,,,,,,,22.0,1,1,1,1,1,1,,0,0,,12.4,31.6,19.8,53.0,20,19,37,5.0,0.0,50.0,,,,,,2.0,7.095505617977528,64.04494382022472,16.0,0.0,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,10,2.127659574468085,0,0,0,0,3.788732394366197,2.2735465872743936,0,0.3270499528746465,-11.776765859603485,,,,0.4722222222222222,,47.22222222222222,47.22222222222222,0,,0,
,Jamal Haynes,RB,Georgia Tech,100.0,Jamal Haynes,Georgia Tech,,,,,,,,,,,,,,,,,,,31.0,34.0,0.0,243.0,7.8,116.0,47.0,5.0,504.0,4.3,SKILL,0,,,,,,,,,22.0,1,0,1,1,0,1,,0,0,,9.3,32.5,24.9,59.0,106,105,192,5.0,0.0,50.0,,,,5982.0,12.487462387161484,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.3261074458058435,-10.41694871413028,,,,0.48,,48.0,48.0,0,,0,
,Erick Hunter,LB,Morgan State,95.65217391304348,Eric Hunter,Morgan State,1.0,5.0,0.0,5.0,1.0,0.0,0.5,2.0,0.5,17.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,4.8,31.4,25.5,135.0,223,222,437,5.0,0.0,50.0,,,,,,,,,,,1,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,0,0.3251649387370405,-6.086976429335179,,,,0.4642857142857143,,46.42857142857143,46.42857142857143,0,,0,
,Will Pauling,WR,Notre Dame,100.0,Will Pauling,Notre Dame,,,,,,,,,,,,,,,,,,,26.0,44.0,6.0,381.0,14.7,,,,,,SKILL,0,,,,,,,,,22.0,1,0,0,1,0,1,,0,0,,24.4,40.0,16.3,47.0,107,106,192,5.0,0.0,50.0,,,,5514.0,6.90968443960827,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.3242224316682375,-23.153510187736227,,,,0.4897959183673469,,48.97959183673469,48.97959183673469,0,,0,
,Jeadyn Lukus,CB,Clemson,100.0,Jeadyn Lukus,Clemson,,,,,0.0,0.0,0.0,9.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,9.5,27.5,18.9,57.0,224,223,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.3232799245994345,-12.273501994074577,,,,0.4810126582278481,,48.10126582278481,48.10126582278481,0,,0,
,Dayon Hayes,EDGE,Texas A&M,100.0,Dayon Hayes,Texas A&M,,,,,1.0,6.0,3.5,12.0,4.0,17.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,20.7,38.0,16.4,18.0,225,224,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.3223374175306315,,,,,0.475,,47.5,47.5,0,,0,
,Miles Kitselman,TE,Tennessee,100.0,Miles Kitselman,Tennessee,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,25.0,23.0,2.0,250.0,10.0,1.0,2.0,0.0,2.0,2.0,SKILL,1,,251.0,,,,,,,22.0,1,0,1,1,1,1,0.0,2,0,,15.0,39.3,25.4,36.0,108,107,192,5.0,0.0,50.0,,1.6157655213475997,1.6157655213475997,6097.0,4.133180252583238,,,,,,3,,,,,,1,1,HOU,1,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,0,0.4929311969839774,-9.09437144246762,,,,0.2926829268292683,,29.26829268292684,29.26829268292684,0,,0,
,Delby Lemieux,IOL,Dartmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,,,,,226,225,437,5.0,0.0,50.0,,,,,,,,,,,1,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.3204524033930254,,,,,0.5569620253164558,,55.696202531645575,55.696202531645575,0,,0,
,Kejon Owens,RB,Florida International,100.0,Kejon Owens,Florida International,,,,,,,,,,,,,,,,,,,17.0,14.0,0.0,62.0,3.6,205.0,84.0,11.0,1298.0,6.3,SKILL,0,,,,,,,,,22.0,1,0,1,1,0,1,,0,0,,-10.5,26.1,35.8,108.0,109,108,192,5.0,0.0,50.0,,,,5161.0,26.35148227087773,,,,,,2,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.3195098963242224,-10.41694871413028,,,,0.4599999999999999,,46.0,46.0,0,,0,
,Donaven Mcculley,WR,Michigan,93.75,Donaven McCulley,Michigan,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,44.0,3.0,534.0,15.3,2.0,11.0,0.0,5.0,2.5,SKILL,1,76.5,203.0,,,,,,,22.0,1,1,1,1,0,1,,0,0,,12.4,30.9,17.0,24.0,110,109,192,5.0,0.0,50.0,1.252128952377982,-0.421792092816481,0.4151684297807504,5173.0,10.419485791610285,,,,,,3,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.0,1,1,1,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.3185673892554194,-23.153510187736227,,,,0.4795918367346938,,47.95918367346938,47.95918367346938,0,,0,
,Kapena Gushiken,S,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,,0,0,0,0,0,0,,0,0,,4.1,31.6,29.0,21.0,227,226,437,,,,,,,,,,,,,,1,,,,,,1,1,CIN,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,,1.0,0,0,0,4,0.0894854586129753,0,0,0,0,4.557692307692308,1.8933678007611927,0,0.6606974552309142,-5.27476736280448,,,,0.4705882352941176,,47.05882352941176,47.05882352941176,0,,0,
,Chris Hilton,WR,LSU,95.0,Chris Hilton Jr.,LSU,,,,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,7.0,11.0,0.0,55.0,7.9,,,,,,SKILL,1,72.0,188.0,,,4.41,,,,22.0,1,0,0,1,1,1,0.0,4,1,,10.3,25.8,16.1,12.0,111,110,192,5.0,0.0,50.0,-0.2647888771708405,-1.058528847242756,-0.6616588622067983,4344.0,1.2661141804788214,,,,,,3,,,,,,1,1,TEN,0,0,0,0,0,1,0,0,0,1,0,0,,,,-1.0,0,,0.5,1,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,1,0.4882186616399623,-23.153510187736227,,,,0.4693877551020408,,46.93877551020408,46.93877551020408,0,,0,
,Alex Wollschlaeger,OT,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,1.8,25.5,23.7,11.0,35,34,62,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.3157398680490104,-16.420433326518232,,,,0.4426229508196722,,44.26229508196722,44.26229508196722,0,,0,
,Jack Stonehouse,P,Syracuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,-13.1,18.8,33.0,19.0,228,227,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,2,1,"BUF,CAR",1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.5,0,0,0,1,0.0223713646532438,0,0,0,0,5.833333333333333,1.19341628287971,1,0.4863336475023563,-3.162277660168379,,,,0.6,,60.0,60.0,0,,0,
,Cash Jones,RB,Georgia,100.0,Cash Jones,Georgia,,,,,0.0,0.0,0.0,2.0,0.0,3.0,0.0,,,,,,,,18.0,18.0,1.0,150.0,8.3,11.0,7.0,0.0,4.0,0.4,SKILL,0,,,,,,,,,22.0,1,0,1,1,1,1,,0,0,,24.1,37.0,14.8,17.0,112,111,192,5.0,0.0,50.0,,,,5636.0,2.7324343506032647,,,,,,3,,,,,,1,1,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.3138548539114044,-10.41694871413028,,,,0.4399999999999999,,43.99999999999999,43.99999999999999,0,,0,
